shipment_id,order_id,region_id,promised_hours,planned_distance_km,planned_cost
S000030793,O000030793,4,24,20.33,5373.0
S000030794,O000030794,4,36,2.76,3538.0
S000030795,O000030795,4,24,9.5,4584.0
S000030796,O000030796,4,12,16.94,5170.0
S000030797,O000030797,4,24,24.84,5775.0
S000030798,O000030798,4,24,26.8,6986.0
S000030799,O000030799,4,24,17.28,5205.0
S000030800,O000030800,4,24,24.32,5786.0
S000030801,O000030801,4,24,22.88,5326.0
S000030802,O000030802,4,24,22.23,5333.0
S000030803,O000030803,4,12,5.34,3769.0
S000030804,O000030804,4,24,14.71,4704.0
S000030805,O000030805,4,12,14.9,4616.0
S000030806,O000030806,4,24,22.58,6475.0
S000030807,O000030807,4,24,17.45,5130.0
S000030808,O000030808,4,36,23.41,5465.0
S000030809,O000030809,4,36,26.89,7052.0
S000030810,O000030810,4,24,16.64,5297.0
S000030811,O000030811,4,24,22.69,6470.0
S000030812,O000030812,4,12,16.79,5035.0
S000030813,O000030813,4,24,18.46,5524.0
S000030814,O000030814,4,12,14.64,4564.0
S000030815,O000030815,4,24,26.97,6496.0
S000030816,O000030816,4,24,23.35,5535.0
S000030817,O000030817,4,24,21.67,5354.0
S000030818,O000030818,4,24,10.9,4276.0
S000030819,O000030819,4,24,14.88,4664.0
S000030820,O000030820,4,24,24.5,5523.0
S000030821,O000030821,4,24,26.38,5895.0
S000030822,O000030822,4,24,27.94,5780.0
S000030823,O000030823,5,12,21.23,5621.0
S000030824,O000030824,5,24,21.14,5423.0
S000030825,O000030825,5,24,4.89,3760.0
S000030826,O000030826,5,12,21.66,5476.0
S000030827,O000030827,5,24,11.34,4247.0
S000030828,O000030828,5,12,24.55,6283.0
S000030829,O000030829,5,12,2.79,3549.0
S000030830,O000030830,5,24,26.33,6182.0
S000030831,O000030831,5,24,14.84,5372.0
S000030832,O000030832,5,24,5.76,3931.0
S000030833,O000030833,5,24,17.83,5626.0
S000030834,O000030834,5,24,20.15,6046.0
S000030835,O000030835,5,24,22.38,6353.0
S000030836,O000030836,5,12,20.4,5546.0
S000030837,O000030837,5,12,16.61,5019.0
S000030838,O000030838,5,36,4.59,3704.0
S000030839,O000030839,5,12,24.5,6715.0
S000030840,O000030840,5,12,27.58,5784.0
S000030841,O000030841,5,24,22.34,6172.0
S000030842,O000030842,5,24,3.39,3648.0
S000030843,O000030843,5,12,21.77,5353.0
S000030844,O000030844,5,24,9.38,4205.0
S000030845,O000030845,5,24,27.03,6293.0
S000030846,O000030846,5,36,4.12,3731.0
S000030847,O000030847,5,24,4.85,3867.0
S000030848,O000030848,5,12,7.12,3959.0
S000030849,O000030849,5,24,21.71,5232.0
S000030850,O000030850,5,24,19.11,5863.0
S000030851,O000030851,5,24,21.04,5628.0
S000030852,O000030852,5,24,11.52,4293.0
S000030853,O000030853,5,24,24.93,5849.0
S000030854,O000030854,5,24,13.88,4741.0
S000030855,O000030855,5,12,5.92,3771.0
S000030856,O000030856,5,24,22.07,5879.0
S000030857,O000030857,5,24,16.0,5501.0
S000030858,O000030858,5,24,17.63,4878.0
S000030859,O000030859,5,12,12.32,4727.0
S000030860,O000030860,6,24,20.62,5230.0
S000030861,O000030861,6,24,3.41,3563.0
S000030862,O000030862,6,24,15.02,5272.0
S000030863,O000030863,6,24,13.39,4612.0
S000030864,O000030864,6,24,21.54,6187.0
S000030865,O000030865,6,36,9.28,4284.0
S000030866,O000030866,6,24,8.46,4014.0
S000030867,O000030867,6,24,10.66,4792.0
S000030868,O000030868,6,12,14.75,4554.0
S000030869,O000030869,6,24,7.85,4269.0
S000030870,O000030870,6,36,19.95,5595.0
S000030871,O000030871,6,24,10.96,4514.0
S000030872,O000030872,6,24,13.25,4542.0
S000030873,O000030873,6,24,16.72,5615.0
S000030874,O000030874,6,12,12.11,4513.0
S000030875,O000030875,6,24,20.38,5191.0
S000030876,O000030876,6,24,19.23,5796.0
S000030877,O000030877,6,24,21.8,6230.0
S000030878,O000030878,6,24,15.84,5188.0
S000030879,O000030879,6,24,11.87,4789.0
S000030880,O000030880,6,12,7.63,4325.0
S000030881,O000030881,7,24,13.64,4961.0
S000030882,O000030882,7,36,24.76,5664.0
S000030883,O000030883,7,36,5.59,3952.0
S000030884,O000030884,7,24,7.99,4341.0
S000030885,O000030885,7,24,19.46,5292.0
S000030886,O000030886,7,12,17.16,5066.0
S000030887,O000030887,7,24,25.86,5760.0
S000030888,O000030888,7,24,3.24,3524.0
S000030889,O000030889,7,12,24.9,6081.0
S000030890,O000030890,7,24,21.0,6005.0
S000030891,O000030891,7,24,22.28,6338.0
S000030892,O000030892,7,12,12.16,4500.0
S000030893,O000030893,7,36,10.34,4137.0
S000030894,O000030894,7,24,2.87,3610.0
S000030895,O000030895,7,12,22.58,6459.0
S000030896,O000030896,7,24,6.62,3808.0
S000030897,O000030897,7,24,8.27,4382.0
S000030898,O000030898,7,12,9.55,4313.0
S000030899,O000030899,7,12,24.68,5539.0
S000030900,O000030900,7,12,9.84,4489.0
S000030901,O000030901,7,24,13.35,4608.0
S000030902,O000030902,7,24,21.56,5334.0
S000030903,O000030903,7,36,25.25,6518.0
S000030904,O000030904,7,24,22.68,5435.0
S000030905,O000030905,7,36,16.15,5203.0
S000030906,O000030906,7,24,2.56,3473.0
S000030907,O000030907,8,12,6.52,3989.0
S000030908,O000030908,8,24,8.97,4268.0
S000030909,O000030909,8,24,13.05,5078.0
S000030910,O000030910,8,24,11.74,4912.0
S000030911,O000030911,8,24,15.62,5180.0
S000030912,O000030912,8,24,13.01,4475.0
S000030913,O000030913,8,24,21.01,5351.0
S000030914,O000030914,8,24,3.83,3672.0
S000030915,O000030915,8,36,27.87,6926.0
S000030916,O000030916,8,12,24.0,5476.0
S000030917,O000030917,8,24,11.04,4615.0
S000030918,O000030918,9,36,12.62,4456.0
S000030919,O000030919,9,12,27.07,7199.0
S000030920,O000030920,9,12,26.36,5680.0
S000030921,O000030921,9,12,12.53,4673.0
S000030922,O000030922,9,24,4.02,3597.0
S000030923,O000030923,9,24,27.69,7302.0
S000030924,O000030924,9,24,19.17,5655.0
S000030925,O000030925,9,12,20.17,5534.0
S000030926,O000030926,9,36,9.5,4176.0
S000030927,O000030927,9,36,23.38,5503.0
S000030928,O000030928,9,24,16.72,5470.0
S000030929,O000030929,9,12,14.49,4622.0
S000030930,O000030930,9,24,21.4,5344.0
S000030931,O000030931,9,12,11.98,4773.0
S000030932,O000030932,9,12,13.45,5102.0
S000030933,O000030933,9,24,19.13,5274.0
S000030934,O000030934,9,24,18.81,5581.0
S000030935,O000030935,9,24,27.27,6844.0
S000030936,O000030936,9,24,16.85,5427.0
S000030937,O000030937,9,36,10.69,4499.0
S000030938,O000030938,9,24,9.83,4147.0
S000030939,O000030939,9,24,16.12,5183.0
S000030940,O000030940,9,36,5.55,3771.0
S000030941,O000030941,9,36,17.5,4889.0
S000030942,O000030942,9,12,12.45,5009.0
S000030943,O000030943,9,24,11.48,4514.0
S000030944,O000030944,9,24,7.41,3925.0
S000030945,O000030945,9,24,15.13,5418.0
S000030946,O000030946,9,12,3.46,3540.0
S000030947,O000030947,9,12,17.98,5877.0
S000030948,O000030948,9,36,9.78,4141.0
S000030949,O000030949,9,24,25.58,5681.0
S000030950,O000030950,9,24,15.92,5506.0
S000030951,O000030951,10,24,22.4,5374.0
S000030952,O000030952,10,24,24.21,6598.0
S000030953,O000030953,10,36,24.91,5800.0
S000030954,O000030954,10,24,24.7,6846.0
S000030955,O000030955,10,24,8.25,3989.0
S000030956,O000030956,10,12,10.23,4619.0
S000030957,O000030957,10,24,20.55,6260.0
S000030958,O000030958,10,24,16.21,4830.0
S000030959,O000030959,10,36,18.04,5437.0
S000030960,O000030960,10,24,19.78,5835.0
S000030961,O000030961,10,24,5.41,3711.0
S000030962,O000030962,10,12,6.79,4082.0
S000030963,O000030963,10,24,18.76,5778.0
S000030964,O000030964,10,24,18.45,5161.0
S000030965,O000030965,11,24,23.34,5617.0
S000030966,O000030966,11,12,20.19,6167.0
S000030967,O000030967,11,24,7.8,4229.0
S000030968,O000030968,11,24,4.29,3715.0
S000030969,O000030969,11,24,12.47,4881.0
S000030970,O000030970,11,24,11.97,4637.0
S000030971,O000030971,11,24,22.07,6434.0
S000030972,O000030972,11,12,19.62,6108.0
S000030973,O000030973,11,24,24.74,6027.0
S000030974,O000030974,11,24,15.36,4764.0
S000030975,O000030975,11,24,9.86,4201.0
S000030976,O000030976,11,36,15.36,4863.0
S000030977,O000030977,11,24,8.0,4269.0
S000030978,O000030978,11,24,4.04,3566.0
S000030979,O000030979,11,12,15.24,4768.0
S000030980,O000030980,11,12,13.05,4933.0
S000030981,O000030981,11,24,3.32,3684.0
S000030982,O000030982,11,24,20.89,6319.0
S000030983,O000030983,11,24,18.93,4980.0
S000030984,O000030984,11,24,4.38,3762.0
S000030985,O000030985,12,24,20.61,6215.0
S000030986,O000030986,12,36,4.61,3669.0
S000030987,O000030987,12,12,15.7,5219.0
S000030988,O000030988,12,24,18.37,5824.0
S000030989,O000030989,12,12,15.22,4719.0
S000030990,O000030990,12,24,21.56,5251.0
S000030991,O000030991,12,24,12.33,4424.0
S000030992,O000030992,12,36,7.93,3999.0
S000030993,O000030993,12,24,14.9,5330.0
S000030994,O000030994,12,24,11.23,4303.0
S000030995,O000030995,12,12,6.36,3830.0
S000030996,O000030996,12,24,14.51,4838.0
S000030997,O000030997,12,24,7.64,4059.0
S000030998,O000030998,12,24,14.49,4754.0
S000030999,O000030999,12,24,17.61,5046.0
S000031000,O000031000,12,24,22.45,6065.0
S000031001,O000031001,12,24,24.26,6075.0
S000031002,O000031002,12,24,19.54,5448.0
S000031003,O000031003,12,24,25.29,6861.0
S000031004,O000031004,12,24,16.72,5362.0
S000031005,O000031005,12,24,20.62,5221.0
S000031006,O000031006,12,24,22.14,5723.0
S000031007,O000031007,12,24,23.53,6065.0
S000031008,O000031008,12,24,21.67,5741.0
S000031009,O000031009,13,24,25.51,6835.0
S000031010,O000031010,13,24,14.56,4589.0
S000031011,O000031011,13,24,26.81,5866.0
S000031012,O000031012,13,24,12.71,5005.0
S000031013,O000031013,13,24,4.29,3749.0
S000031014,O000031014,13,24,7.14,3861.0
S000031015,O000031015,13,24,16.74,5289.0
S000031016,O000031016,13,24,2.87,3625.0
S000031017,O000031017,13,24,6.51,4063.0
S000031018,O000031018,13,12,12.04,4395.0
S000031019,O000031019,13,36,18.42,5224.0
S000031020,O000031020,13,24,6.72,4013.0
S000031021,O000031021,13,24,17.16,4808.0
S000031022,O000031022,13,24,19.41,5147.0
S000031023,O000031023,13,12,21.97,5661.0
S000031024,O000031024,13,36,19.34,5785.0
S000031025,O000031025,13,24,8.88,4097.0
S000031026,O000031026,13,12,27.93,6469.0
S000031027,O000031027,13,36,25.15,6266.0
S000031028,O000031028,13,24,12.02,4669.0
S000031029,O000031029,13,24,3.24,3669.0
S000031030,O000031030,13,24,15.98,5308.0
S000031031,O000031031,13,24,24.56,6672.0
S000031032,O000031032,13,12,23.46,6668.0
S000031033,O000031033,13,24,25.39,6887.0
S000031034,O000031034,13,24,27.22,7034.0
S000031035,O000031035,13,24,20.68,5775.0
S000031036,O000031036,13,24,6.64,3864.0
S000031037,O000031037,14,36,3.43,3547.0
S000031038,O000031038,14,24,6.36,3981.0
S000031039,O000031039,14,24,7.63,4115.0
S000031040,O000031040,14,24,4.07,3687.0
S000031041,O000031041,14,12,14.06,4556.0
S000031042,O000031042,14,24,22.49,6127.0
S000031043,O000031043,14,36,2.61,3559.0
S000031044,O000031044,14,24,22.99,6075.0
S000031045,O000031045,14,24,26.1,6609.0
S000031046,O000031046,14,24,6.38,3961.0
S000031047,O000031047,14,24,3.04,3581.0
S000031048,O000031048,14,24,14.72,4642.0
S000031049,O000031049,14,24,24.65,5584.0
S000031050,O000031050,14,24,21.29,5514.0
S000031051,O000031051,14,24,3.38,3600.0
S000031052,O000031052,14,12,19.67,5281.0
S000031053,O000031053,14,24,23.35,6363.0
S000031054,O000031054,14,24,9.41,4433.0
S000031055,O000031055,14,24,19.16,5420.0
S000031056,O000031056,15,24,15.1,4778.0
S000031057,O000031057,15,24,7.74,4035.0
S000031058,O000031058,15,24,25.49,5706.0
S000031059,O000031059,15,12,8.19,3963.0
S000031060,O000031060,15,36,23.93,5438.0
S000031061,O000031061,15,12,20.39,5065.0
S000031062,O000031062,15,24,8.13,4302.0
S000031063,O000031063,15,12,20.64,5183.0
S000031064,O000031064,15,24,3.16,3588.0
S000031065,O000031065,15,24,8.52,4105.0
S000031066,O000031066,15,24,9.78,4098.0
S000031067,O000031067,15,12,25.17,6744.0
S000031068,O000031068,15,12,25.84,7010.0
S000031069,O000031069,15,24,9.41,4469.0
S000031070,O000031070,15,24,14.6,5212.0
S000031071,O000031071,15,24,27.53,7097.0
S000031072,O000031072,15,24,19.48,5060.0
S000031073,O000031073,15,24,4.28,3716.0
S000031074,O000031074,15,24,12.48,4665.0
S000031075,O000031075,15,24,13.25,5070.0
S000031076,O000031076,15,36,10.31,4181.0
S000031077,O000031077,15,12,15.76,4912.0
S000031078,O000031078,15,24,21.27,6212.0
S000031079,O000031079,15,36,20.13,6204.0
S000031080,O000031080,15,24,11.46,4367.0
S000031081,O000031081,15,24,21.28,5314.0
S000031082,O000031082,15,24,16.12,4924.0
S000031083,O000031083,15,24,22.12,6132.0
S000031084,O000031084,15,24,5.4,3869.0
S000031085,O000031085,15,12,12.82,4461.0
S000031086,O000031086,15,24,12.56,4541.0
S000031087,O000031087,15,24,11.47,4396.0
S000031088,O000031088,15,24,20.3,5637.0
S000031089,O000031089,16,24,16.71,4874.0
S000031090,O000031090,16,24,12.34,4846.0
S000031091,O000031091,16,36,16.18,4674.0
S000031092,O000031092,16,12,20.46,5165.0
S000031093,O000031093,16,12,19.72,5313.0
S000031094,O000031094,16,24,21.9,5627.0
S000031095,O000031095,16,24,24.21,5764.0
S000031096,O000031096,16,24,21.35,5935.0
S000031097,O000031097,16,36,7.09,3932.0
S000031098,O000031098,16,12,24.09,5474.0
S000031099,O000031099,16,12,10.97,4297.0
S000031100,O000031100,16,24,19.48,5371.0
S000031101,O000031101,16,36,27.77,6214.0
S000031102,O000031102,16,12,10.01,4225.0
S000031103,O000031103,16,24,9.39,4211.0
S000031104,O000031104,16,12,7.15,3875.0
S000031105,O000031105,16,24,27.59,6236.0
S000031106,O000031106,16,12,13.39,5137.0
S000031107,O000031107,16,24,22.49,6145.0
S000031108,O000031108,16,24,3.76,3579.0
S000031109,O000031109,16,12,7.1,4123.0
S000031110,O000031110,17,36,4.11,3784.0
S000031111,O000031111,17,36,23.3,6142.0
S000031112,O000031112,17,24,5.22,3796.0
S000031113,O000031113,17,24,26.04,5585.0
S000031114,O000031114,17,24,19.43,5539.0
S000031115,O000031115,17,24,25.69,6505.0
S000031116,O000031116,17,12,12.93,4921.0
S000031117,O000031117,17,24,15.9,4963.0
S000031118,O000031118,17,24,3.2,3572.0
S000031119,O000031119,17,12,14.38,4559.0
S000031120,O000031120,17,24,17.56,5438.0
S000031121,O000031121,17,24,5.07,3905.0
S000031122,O000031122,17,24,27.52,5837.0
S000031123,O000031123,17,24,2.61,3574.0
S000031124,O000031124,17,36,9.32,4135.0
S000031125,O000031125,17,24,18.2,5352.0
S000031126,O000031126,17,12,15.19,5249.0
S000031127,O000031127,17,24,8.6,4093.0
S000031128,O000031128,17,24,27.66,7323.0
S000031129,O000031129,17,24,7.32,4287.0
S000031130,O000031130,17,24,16.99,5541.0
S000031131,O000031131,17,24,5.46,3971.0
S000031132,O000031132,17,36,3.93,3613.0
S000031133,O000031133,17,24,14.94,5433.0
S000031134,O000031134,17,36,23.02,5578.0
S000031135,O000031135,18,12,16.05,5038.0
S000031136,O000031136,18,24,9.99,4214.0
S000031137,O000031137,18,36,2.93,3555.0
S000031138,O000031138,18,24,26.48,7162.0
S000031139,O000031139,18,24,7.9,4237.0
S000031140,O000031140,18,24,17.15,5470.0
S000031141,O000031141,18,12,2.9,3556.0
S000031142,O000031142,18,12,4.98,3725.0
S000031143,O000031143,18,36,6.84,3818.0
S000031144,O000031144,18,24,5.36,3882.0
S000031145,O000031145,18,36,16.03,4880.0
S000031146,O000031146,18,36,12.62,4408.0
S000031147,O000031147,18,24,22.93,6359.0
S000031148,O000031148,18,12,5.46,3938.0
S000031149,O000031149,18,24,13.49,4826.0
S000031150,O000031150,18,12,13.42,5016.0
S000031151,O000031151,18,24,8.39,4274.0
S000031152,O000031152,18,24,4.95,3846.0
S000031153,O000031153,18,24,2.77,3513.0
S000031154,O000031154,18,12,2.98,3581.0
S000031155,O000031155,18,24,12.66,4845.0
S000031156,O000031156,18,24,3.88,3583.0
S000031157,O000031157,18,24,12.56,5001.0
S000031158,O000031158,18,24,13.65,4952.0
S000031159,O000031159,18,12,13.86,4739.0
S000031160,O000031160,18,24,7.39,4051.0
S000031161,O000031161,18,24,15.22,4882.0
S000031162,O000031162,18,12,12.5,4925.0
S000031163,O000031163,18,12,27.73,6248.0
S000031164,O000031164,18,24,3.66,3677.0
S000031165,O000031165,18,24,3.87,3559.0
S000031166,O000031166,18,24,23.53,6059.0
S000031167,O000031167,18,36,9.28,4302.0
S000031168,O000031168,18,12,7.19,3918.0
S000031169,O000031169,18,24,24.8,6282.0
S000031170,O000031170,18,12,16.08,5496.0
S000031171,O000031171,18,24,18.2,5196.0
S000031172,O000031172,18,24,2.7,3476.0
S000031173,O000031173,18,24,9.15,4395.0
S000031174,O000031174,18,24,9.11,4549.0
S000031175,O000031175,18,12,21.9,6484.0
S000031176,O000031176,18,24,12.33,4716.0
S000031177,O000031177,18,24,17.22,4869.0
S000031178,O000031178,18,36,26.26,6481.0
S000031179,O000031179,18,36,27.61,7123.0
S000031180,O000031180,18,24,5.75,3885.0
S000031181,O000031181,18,24,16.67,4780.0
S000031182,O000031182,18,24,20.33,6046.0
S000031183,O000031183,18,24,22.44,6413.0
S000031184,O000031184,18,24,25.96,6978.0
S000031185,O000031185,18,24,21.07,5631.0
S000031186,O000031186,18,24,20.09,5114.0
S000031187,O000031187,18,12,3.88,3766.0
S000031188,O000031188,18,12,16.39,5510.0
S000031189,O000031189,18,12,17.77,4958.0
S000031190,O000031190,18,24,20.26,6041.0
S000031191,O000031191,18,12,17.38,4909.0
S000031192,O000031192,18,24,12.94,4659.0
S000031193,O000031193,18,24,14.93,5133.0
S000031194,O000031194,19,24,27.17,6907.0
S000031195,O000031195,19,24,10.89,4262.0
S000031196,O000031196,19,24,22.5,6553.0
S000031197,O000031197,19,24,17.99,5866.0
S000031198,O000031198,19,24,13.82,4532.0
S000031199,O000031199,19,36,13.07,4461.0
S000031200,O000031200,19,24,16.2,5375.0
S000031201,O000031201,19,24,22.89,5550.0
S000031202,O000031202,19,12,5.61,3996.0
S000031203,O000031203,19,24,25.72,6855.0
S000031204,O000031204,19,24,22.24,6135.0
S000031205,O000031205,19,24,11.4,4785.0
S000031206,O000031206,19,12,2.76,3532.0
S000031207,O000031207,19,24,5.18,3793.0
S000031208,O000031208,19,24,6.18,3950.0
S000031209,O000031209,19,36,5.14,3817.0
S000031210,O000031210,19,24,5.12,3694.0
S000031211,O000031211,19,36,26.98,6741.0
S000031212,O000031212,19,24,19.29,5457.0
S000031213,O000031213,19,24,23.43,5527.0
S000031214,O000031214,19,24,16.85,4913.0
S000031215,O000031215,19,12,18.3,4848.0
S000031216,O000031216,19,24,24.97,6672.0
S000031217,O000031217,19,24,9.18,4402.0
S000031218,O000031218,19,24,20.21,5257.0
S000031219,O000031219,19,24,25.43,5764.0
S000031220,O000031220,19,24,26.38,6622.0
S000031221,O000031221,20,24,13.82,4539.0
S000031222,O000031222,20,24,24.35,6215.0
S000031223,O000031223,20,24,15.35,4830.0
S000031224,O000031224,20,24,9.08,4146.0
S000031225,O000031225,20,24,8.9,4451.0
S000031226,O000031226,20,24,14.02,5275.0
S000031227,O000031227,20,24,9.08,4153.0
S000031228,O000031228,20,36,3.26,3674.0
S000031229,O000031229,20,24,5.19,3952.0
S000031230,O000031230,20,24,24.16,6727.0
S000031231,O000031231,20,24,25.0,5656.0
S000031232,O000031232,20,24,24.76,6873.0
S000031233,O000031233,20,36,16.62,4966.0
S000031234,O000031234,20,24,26.35,5689.0
S000031235,O000031235,20,24,15.23,5035.0
S000031236,O000031236,20,12,14.29,4515.0
S000031237,O000031237,20,24,14.6,4566.0
S000031238,O000031238,20,24,8.98,4404.0
S000031239,O000031239,20,36,18.14,5071.0
S000031240,O000031240,20,12,13.95,5208.0
S000031241,O000031241,20,24,27.35,6976.0
S000031242,O000031242,20,24,6.89,4016.0
S000031243,O000031243,20,24,4.46,3842.0
S000031244,O000031244,20,24,11.45,4904.0
S000031245,O000031245,20,12,8.0,4160.0
S000031246,O000031246,20,24,27.79,5737.0
S000031247,O000031247,20,24,16.74,4887.0
S000031248,O000031248,20,36,11.67,4366.0
S000031249,O000031249,20,12,18.89,4905.0
S000031250,O000031250,21,24,14.05,4726.0
S000031251,O000031251,21,24,7.83,4167.0
S000031252,O000031252,21,24,12.56,4771.0
S000031253,O000031253,21,24,9.8,4356.0
S000031254,O000031254,21,12,18.76,5987.0
S000031255,O000031255,21,24,23.32,6104.0
S000031256,O000031256,21,24,9.2,4181.0
S000031257,O000031257,21,24,18.34,5282.0
S000031258,O000031258,21,36,20.57,5365.0
S000031259,O000031259,21,24,11.94,4478.0
S000031260,O000031260,21,24,14.93,4795.0
S000031261,O000031261,21,24,11.65,4282.0
S000031262,O000031262,21,24,12.01,4605.0
S000031263,O000031263,21,24,13.88,4619.0
S000031264,O000031264,22,24,10.03,4651.0
S000031265,O000031265,22,36,14.95,5185.0
S000031266,O000031266,22,24,21.68,6213.0
S000031267,O000031267,22,24,12.55,4679.0
S000031268,O000031268,22,12,26.61,5600.0
S000031269,O000031269,22,24,8.06,4018.0
S000031270,O000031270,22,12,13.96,4711.0
S000031271,O000031271,22,24,17.84,5241.0
S000031272,O000031272,22,12,16.35,5024.0
S000031273,O000031273,22,12,26.65,6979.0
S000031274,O000031274,22,24,10.77,4385.0
S000031275,O000031275,22,24,12.13,4350.0
S000031276,O000031276,22,24,17.69,5140.0
S000031277,O000031277,22,24,17.71,4952.0
S000031278,O000031278,22,24,22.58,6463.0
S000031279,O000031279,22,12,22.76,6068.0
S000031280,O000031280,22,12,2.78,3457.0
S000031281,O000031281,22,24,21.99,5217.0
S000031282,O000031282,22,24,20.81,6149.0
S000031283,O000031283,22,24,17.44,5694.0
S000031284,O000031284,22,12,10.58,4507.0
S000031285,O000031285,22,24,25.63,6045.0
S000031286,O000031286,22,12,21.32,6332.0
S000031287,O000031287,22,12,9.06,4169.0
S000031288,O000031288,22,24,10.28,4463.0
S000031289,O000031289,22,24,20.62,5147.0
S000031290,O000031290,22,12,25.9,6925.0
S000031291,O000031291,22,24,15.01,5432.0
S000031292,O000031292,23,12,24.92,6319.0
S000031293,O000031293,23,12,12.24,4938.0
S000031294,O000031294,23,24,12.58,4651.0
S000031295,O000031295,23,24,19.99,5797.0
S000031296,O000031296,23,24,3.79,3609.0
S000031297,O000031297,23,24,6.04,3895.0
S000031298,O000031298,23,24,21.07,5318.0
S000031299,O000031299,23,12,8.67,4285.0
S000031300,O000031300,24,24,6.96,3882.0
S000031301,O000031301,24,24,4.77,3909.0
S000031302,O000031302,24,36,8.23,3951.0
S000031303,O000031303,24,24,8.89,4057.0
S000031304,O000031304,24,24,11.2,4395.0
S000031305,O000031305,24,24,26.43,5791.0
S000031306,O000031306,25,24,18.94,6023.0
S000031307,O000031307,25,24,20.18,5549.0
S000031308,O000031308,25,12,5.89,3968.0
S000031309,O000031309,25,36,7.41,4308.0
S000031310,O000031310,25,24,25.42,6891.0
S000031311,O000031311,25,36,18.67,4943.0
S000031312,O000031312,25,24,23.15,5951.0
S000031313,O000031313,25,24,11.62,4258.0
S000031314,O000031314,25,24,17.22,5038.0
S000031315,O000031315,25,24,15.31,5155.0
S000031316,O000031316,25,24,7.74,3956.0
S000031317,O000031317,25,24,23.53,6417.0
S000031318,O000031318,25,24,11.01,4697.0
S000031319,O000031319,25,24,14.41,4697.0
S000031320,O000031320,25,24,5.89,3822.0
S000031321,O000031321,25,24,18.78,5825.0
S000031322,O000031322,25,24,22.67,6120.0
S000031323,O000031323,25,24,12.96,4747.0
S000031324,O000031324,25,36,27.44,6049.0
S000031325,O000031325,25,36,9.07,4037.0
S000031326,O000031326,25,36,24.76,6724.0
S000031327,O000031327,25,24,20.89,6317.0
S000031328,O000031328,25,24,26.15,5732.0
S000031329,O000031329,25,24,21.39,6326.0
S000031330,O000031330,1,12,15.12,4956.0
S000031331,O000031331,1,24,13.04,4948.0
S000031332,O000031332,1,24,23.65,6325.0
S000031333,O000031333,1,24,23.93,6091.0
S000031334,O000031334,1,12,17.52,4836.0
S000031335,O000031335,1,24,20.4,5593.0
S000031336,O000031336,1,24,14.3,4531.0
S000031337,O000031337,1,36,8.07,4185.0
S000031338,O000031338,1,24,3.77,3663.0
S000031339,O000031339,1,24,19.17,5452.0
S000031340,O000031340,1,24,19.56,5428.0
S000031341,O000031341,1,24,19.46,5264.0
S000031342,O000031342,1,24,16.84,5333.0
S000031343,O000031343,1,24,11.23,4643.0
S000031344,O000031344,1,24,8.67,4399.0
S000031345,O000031345,1,12,4.18,3795.0
S000031346,O000031346,1,24,6.27,4046.0
S000031347,O000031347,1,12,18.52,5971.0
S000031348,O000031348,1,24,22.09,6237.0
S000031349,O000031349,1,36,25.64,7043.0
S000031350,O000031350,1,24,4.64,3849.0
S000031351,O000031351,1,24,23.26,5436.0
S000031352,O000031352,1,36,17.73,4891.0
S000031353,O000031353,1,24,10.18,4162.0
S000031354,O000031354,1,36,21.01,5204.0
S000031355,O000031355,1,24,27.73,6738.0
S000031356,O000031356,1,36,12.18,4874.0
S000031357,O000031357,1,24,18.5,5091.0
S000031358,O000031358,1,24,9.15,4562.0
S000031359,O000031359,1,24,7.73,3909.0
S000031360,O000031360,1,12,6.3,3903.0
S000031361,O000031361,1,24,3.32,3509.0
S000031362,O000031362,1,24,20.96,6107.0
S000031363,O000031363,1,12,6.22,3909.0
S000031364,O000031364,1,24,19.74,5751.0
S000031365,O000031365,1,24,24.68,6573.0
S000031366,O000031366,1,24,24.09,5587.0
S000031367,O000031367,1,12,10.12,4595.0
S000031368,O000031368,1,24,5.67,4046.0
S000031369,O000031369,1,24,13.8,4948.0
S000031370,O000031370,1,24,7.12,3881.0
S000031371,O000031371,1,24,12.02,4990.0
S000031372,O000031372,1,24,17.0,5010.0
S000031373,O000031373,1,24,18.93,5210.0
S000031374,O000031374,1,24,8.07,4263.0
S000031375,O000031375,1,24,8.3,4407.0
S000031376,O000031376,1,24,24.58,5950.0
S000031377,O000031377,1,12,26.59,6137.0
S000031378,O000031378,1,24,18.88,5633.0
S000031379,O000031379,1,24,16.7,4833.0
S000031380,O000031380,1,24,19.28,6022.0
S000031381,O000031381,1,24,5.78,3921.0
S000031382,O000031382,1,24,25.37,5777.0
S000031383,O000031383,1,12,7.82,4315.0
S000031384,O000031384,1,12,19.58,5424.0
S000031385,O000031385,1,24,8.16,4314.0
S000031386,O000031386,1,24,20.5,5630.0
S000031387,O000031387,2,36,21.71,5303.0
S000031388,O000031388,2,12,21.4,6123.0
S000031389,O000031389,2,12,13.43,4761.0
S000031390,O000031390,2,24,17.98,5092.0
S000031391,O000031391,2,24,17.75,5076.0
S000031392,O000031392,2,24,20.87,5439.0
S000031393,O000031393,2,12,15.22,4921.0
S000031394,O000031394,2,24,15.44,5056.0
S000031395,O000031395,2,24,19.95,5422.0
S000031396,O000031396,2,24,6.84,3888.0
S000031397,O000031397,2,24,19.14,5696.0
S000031398,O000031398,2,24,6.28,3998.0
S000031399,O000031399,2,24,20.98,5902.0
