order_id,event_type,event_ts
O000045480,RELEASED_TO_WMS,2025-03-13 13:26:00
O000045481,ORDER_RECEIVED,2025-03-13 14:18:00
O000045481,RELEASED_TO_WMS,2025-03-13 16:51:00
O000045482,ORDER_RECEIVED,2025-03-13 17:25:00
O000045482,RELEASED_TO_WMS,2025-03-13 22:32:00
O000045483,ORDER_RECEIVED,2025-03-13 17:49:00
O000045483,RELEASED_TO_WMS,2025-03-13 21:24:00
O000045484,ORDER_RECEIVED,2025-03-13 19:14:00
O000045484,RELEASED_TO_WMS,2025-03-13 22:47:00
O000045485,ORDER_RECEIVED,2025-03-13 20:31:00
O000045485,RELEASED_TO_WMS,2025-03-13 22:18:00
O000045486,ORDER_RECEIVED,2025-03-13 03:02:00
O000045486,RELEASED_TO_WMS,2025-03-13 08:54:00
O000045487,ORDER_RECEIVED,2025-03-13 13:05:00
O000045487,RELEASED_TO_WMS,2025-03-13 14:25:00
O000045488,ORDER_RECEIVED,2025-03-13 05:23:00
O000045488,RELEASED_TO_WMS,2025-03-13 08:24:00
O000045489,ORDER_RECEIVED,2025-03-13 09:18:00
O000045489,RELEASED_TO_WMS,2025-03-13 12:18:00
O000045490,ORDER_RECEIVED,2025-03-13 13:39:00
O000045490,RELEASED_TO_WMS,2025-03-13 15:15:00
O000045491,ORDER_RECEIVED,2025-03-13 21:48:00
O000045491,RELEASED_TO_WMS,2025-03-14 01:13:00
O000045492,ORDER_RECEIVED,2025-03-13 01:22:00
O000045492,RELEASED_TO_WMS,2025-03-13 05:53:00
O000045493,ORDER_RECEIVED,2025-03-13 22:13:00
O000045493,RELEASED_TO_WMS,2025-03-14 00:37:00
O000045494,ORDER_RECEIVED,2025-03-13 15:03:00
O000045494,RELEASED_TO_WMS,2025-03-13 18:47:00
O000045495,ORDER_RECEIVED,2025-03-13 04:15:00
O000045495,RELEASED_TO_WMS,2025-03-13 06:06:00
O000045496,ORDER_RECEIVED,2025-03-13 01:08:00
O000045496,RELEASED_TO_WMS,2025-03-13 06:23:00
O000045497,ORDER_RECEIVED,2025-03-13 08:36:00
O000045497,RELEASED_TO_WMS,2025-03-13 11:09:00
O000045498,ORDER_RECEIVED,2025-03-13 17:24:00
O000045498,RELEASED_TO_WMS,2025-03-13 19:24:00
O000045499,ORDER_RECEIVED,2025-03-13 03:56:00
O000045499,RELEASED_TO_WMS,2025-03-13 05:57:00
O000045500,ORDER_RECEIVED,2025-03-13 09:02:00
O000045500,RELEASED_TO_WMS,2025-03-13 13:59:00
O000045501,ORDER_RECEIVED,2025-03-13 21:40:00
O000045501,RELEASED_TO_WMS,2025-03-14 01:04:00
O000045502,ORDER_RECEIVED,2025-03-13 02:52:00
O000045502,RELEASED_TO_WMS,2025-03-13 05:01:00
O000045503,ORDER_RECEIVED,2025-03-13 18:46:00
O000045503,RELEASED_TO_WMS,2025-03-14 00:39:00
O000045504,ORDER_RECEIVED,2025-03-13 17:45:00
O000045504,RELEASED_TO_WMS,2025-03-13 21:58:00
O000045505,ORDER_RECEIVED,2025-03-13 21:23:00
O000045505,RELEASED_TO_WMS,2025-03-14 01:03:00
O000045506,ORDER_RECEIVED,2025-03-13 17:28:00
O000045506,RELEASED_TO_WMS,2025-03-13 18:09:00
O000045507,ORDER_RECEIVED,2025-03-13 04:09:00
O000045507,RELEASED_TO_WMS,2025-03-13 07:25:00
O000045508,ORDER_RECEIVED,2025-03-13 16:11:00
O000045508,CANCELLED,2025-03-13 16:33:00
O000045508,RELEASED_TO_WMS,2025-03-13 17:48:00
O000045509,ORDER_RECEIVED,2025-03-13 07:24:00
O000045509,RELEASED_TO_WMS,2025-03-13 12:24:00
O000045510,ORDER_RECEIVED,2025-03-13 19:18:00
O000045510,RELEASED_TO_WMS,2025-03-13 21:14:00
O000045511,ORDER_RECEIVED,2025-03-13 07:26:00
O000045511,RELEASED_TO_WMS,2025-03-13 11:36:00
O000045512,ORDER_RECEIVED,2025-03-13 14:32:00
O000045512,RELEASED_TO_WMS,2025-03-13 15:24:00
O000045513,ORDER_RECEIVED,2025-03-13 13:36:00
O000045513,RELEASED_TO_WMS,2025-03-13 17:13:00
O000045514,ORDER_RECEIVED,2025-03-13 10:17:00
O000045514,RELEASED_TO_WMS,2025-03-13 11:33:00
O000045515,ORDER_RECEIVED,2025-03-13 05:18:00
O000045515,RELEASED_TO_WMS,2025-03-13 08:18:00
O000045516,ORDER_RECEIVED,2025-03-13 05:17:00
O000045516,RELEASED_TO_WMS,2025-03-13 10:37:00
O000045517,ORDER_RECEIVED,2025-03-13 12:29:00
O000045517,RELEASED_TO_WMS,2025-03-13 13:56:00
O000045518,ORDER_RECEIVED,2025-03-13 19:25:00
O000045518,RELEASED_TO_WMS,2025-03-13 21:39:00
O000045519,ORDER_RECEIVED,2025-03-13 01:47:00
O000045519,RELEASED_TO_WMS,2025-03-13 02:26:00
O000045520,ORDER_RECEIVED,2025-03-13 16:49:00
O000045520,RELEASED_TO_WMS,2025-03-13 21:06:00
O000045521,ORDER_RECEIVED,2025-03-13 01:01:00
O000045521,RELEASED_TO_WMS,2025-03-13 06:20:00
O000045522,ORDER_RECEIVED,2025-03-13 06:23:00
O000045522,RELEASED_TO_WMS,2025-03-13 11:00:00
O000045523,ORDER_RECEIVED,2025-03-13 02:44:00
O000045523,RELEASED_TO_WMS,2025-03-13 06:29:00
O000045524,ORDER_RECEIVED,2025-03-13 23:20:00
O000045524,RELEASED_TO_WMS,2025-03-14 01:55:00
O000045525,ORDER_RECEIVED,2025-03-13 22:53:00
O000045525,RELEASED_TO_WMS,2025-03-14 03:33:00
O000045526,ORDER_RECEIVED,2025-03-13 12:33:00
O000045526,RELEASED_TO_WMS,2025-03-13 15:21:00
O000045527,ORDER_RECEIVED,2025-03-13 23:25:00
O000045527,RELEASED_TO_WMS,2025-03-14 04:02:00
O000045528,ORDER_RECEIVED,2025-03-13 04:42:00
O000045528,RELEASED_TO_WMS,2025-03-13 08:41:00
O000045529,ORDER_RECEIVED,2025-03-13 12:26:00
O000045529,RELEASED_TO_WMS,2025-03-13 18:25:00
O000045530,ORDER_RECEIVED,2025-03-13 09:46:00
O000045530,RELEASED_TO_WMS,2025-03-13 13:22:00
O000045531,ORDER_RECEIVED,2025-03-13 07:46:00
O000045531,RELEASED_TO_WMS,2025-03-13 08:56:00
O000045532,ORDER_RECEIVED,2025-03-13 12:08:00
O000045532,RELEASED_TO_WMS,2025-03-13 16:50:00
O000045533,ORDER_RECEIVED,2025-03-13 01:55:00
O000045533,RELEASED_TO_WMS,2025-03-13 05:14:00
O000045534,ORDER_RECEIVED,2025-03-13 17:01:00
O000045534,RELEASED_TO_WMS,2025-03-13 22:15:00
O000045535,ORDER_RECEIVED,2025-03-13 16:01:00
O000045535,RELEASED_TO_WMS,2025-03-13 17:33:00
O000045536,ORDER_RECEIVED,2025-03-13 11:54:00
O000045536,RELEASED_TO_WMS,2025-03-13 16:43:00
O000045537,ORDER_RECEIVED,2025-03-13 08:23:00
O000045537,RELEASED_TO_WMS,2025-03-13 11:31:00
O000045538,ORDER_RECEIVED,2025-03-13 02:50:00
O000045538,RELEASED_TO_WMS,2025-03-13 06:24:00
O000045539,ORDER_RECEIVED,2025-03-13 20:53:00
O000045539,RELEASED_TO_WMS,2025-03-14 00:02:00
O000045540,ORDER_RECEIVED,2025-03-13 22:19:00
O000045540,RELEASED_TO_WMS,2025-03-14 04:07:00
O000045541,ORDER_RECEIVED,2025-03-13 20:25:00
O000045541,RELEASED_TO_WMS,2025-03-14 00:47:00
O000045542,ORDER_RECEIVED,2025-03-13 19:44:00
O000045542,RELEASED_TO_WMS,2025-03-13 23:52:00
O000045543,ORDER_RECEIVED,2025-03-13 09:09:00
O000045543,RELEASED_TO_WMS,2025-03-13 14:31:00
O000045544,ORDER_RECEIVED,2025-03-13 21:21:00
O000045544,RELEASED_TO_WMS,2025-03-14 01:11:00
O000045545,ORDER_RECEIVED,2025-03-13 11:39:00
O000045545,RELEASED_TO_WMS,2025-03-13 15:54:00
O000045546,ORDER_RECEIVED,2025-03-13 19:43:00
O000045546,RELEASED_TO_WMS,2025-03-13 20:08:00
O000045547,ORDER_RECEIVED,2025-03-13 15:30:00
O000045547,RELEASED_TO_WMS,2025-03-13 19:16:00
O000045548,ORDER_RECEIVED,2025-03-13 07:32:00
O000045548,RELEASED_TO_WMS,2025-03-13 10:54:00
O000045549,ORDER_RECEIVED,2025-03-13 19:22:00
O000045549,RELEASED_TO_WMS,2025-03-13 21:42:00
O000045550,ORDER_RECEIVED,2025-03-13 01:54:00
O000045550,RELEASED_TO_WMS,2025-03-13 03:07:00
O000045551,ORDER_RECEIVED,2025-03-13 02:34:00
O000045551,RELEASED_TO_WMS,2025-03-13 05:09:00
O000045552,ORDER_RECEIVED,2025-03-13 15:32:00
O000045552,RELEASED_TO_WMS,2025-03-13 17:01:00
O000045553,ORDER_RECEIVED,2025-03-13 03:23:00
O000045553,RELEASED_TO_WMS,2025-03-13 07:46:00
O000045554,ORDER_RECEIVED,2025-03-13 22:24:00
O000045554,RELEASED_TO_WMS,2025-03-14 02:28:00
O000045555,ORDER_RECEIVED,2025-03-13 07:55:00
O000045555,RELEASED_TO_WMS,2025-03-13 09:26:00
O000045556,ORDER_RECEIVED,2025-03-13 00:58:00
O000045556,RELEASED_TO_WMS,2025-03-13 04:21:00
O000045557,ORDER_RECEIVED,2025-03-13 17:17:00
O000045557,RELEASED_TO_WMS,2025-03-13 21:45:00
O000045558,ORDER_RECEIVED,2025-03-13 03:09:00
O000045558,RELEASED_TO_WMS,2025-03-13 03:58:00
O000045559,ORDER_RECEIVED,2025-03-13 18:21:00
O000045559,RELEASED_TO_WMS,2025-03-14 00:04:00
O000045560,ORDER_RECEIVED,2025-03-13 12:56:00
O000045560,RELEASED_TO_WMS,2025-03-13 16:02:00
O000045561,ORDER_RECEIVED,2025-03-13 19:28:00
O000045561,RELEASED_TO_WMS,2025-03-14 00:12:00
O000045562,ORDER_RECEIVED,2025-03-13 09:12:00
O000045562,RELEASED_TO_WMS,2025-03-13 14:41:00
O000045563,ORDER_RECEIVED,2025-03-13 17:33:00
O000045563,RELEASED_TO_WMS,2025-03-13 19:58:00
O000045564,ORDER_RECEIVED,2025-03-13 02:24:00
O000045564,RELEASED_TO_WMS,2025-03-13 03:17:00
O000045565,ORDER_RECEIVED,2025-03-13 15:08:00
O000045565,RELEASED_TO_WMS,2025-03-13 16:29:00
O000045566,ORDER_RECEIVED,2025-03-13 19:28:00
O000045566,RELEASED_TO_WMS,2025-03-13 22:51:00
O000045567,ORDER_RECEIVED,2025-03-13 23:02:00
O000045567,RELEASED_TO_WMS,2025-03-14 00:22:00
O000045568,ORDER_RECEIVED,2025-03-13 19:50:00
O000045568,RELEASED_TO_WMS,2025-03-13 20:22:00
O000045569,ORDER_RECEIVED,2025-03-13 12:25:00
O000045569,RELEASED_TO_WMS,2025-03-13 17:00:00
O000045570,ORDER_RECEIVED,2025-03-13 04:09:00
O000045570,RELEASED_TO_WMS,2025-03-13 05:06:00
O000045571,ORDER_RECEIVED,2025-03-13 03:40:00
O000045571,RELEASED_TO_WMS,2025-03-13 05:45:00
O000045571,CANCELLED,2025-03-13 05:55:00
O000045572,ORDER_RECEIVED,2025-03-13 00:58:00
O000045572,RELEASED_TO_WMS,2025-03-13 03:44:00
O000045572,CANCELLED,2025-03-13 03:52:00
O000045573,ORDER_RECEIVED,2025-03-13 21:56:00
O000045573,RELEASED_TO_WMS,2025-03-14 01:46:00
O000045574,ORDER_RECEIVED,2025-03-13 22:44:00
O000045574,CANCELLED,2025-03-14 00:59:00
O000045574,RELEASED_TO_WMS,2025-03-14 03:17:00
O000045575,ORDER_RECEIVED,2025-03-13 06:48:00
O000045575,RELEASED_TO_WMS,2025-03-13 11:07:00
O000045576,ORDER_RECEIVED,2025-03-13 14:00:00
O000045576,RELEASED_TO_WMS,2025-03-13 16:31:00
O000045577,ORDER_RECEIVED,2025-03-13 15:02:00
O000045577,RELEASED_TO_WMS,2025-03-13 15:35:00
O000045578,ORDER_RECEIVED,2025-03-13 05:06:00
O000045578,RELEASED_TO_WMS,2025-03-13 09:23:00
O000045579,ORDER_RECEIVED,2025-03-13 19:48:00
O000045579,RELEASED_TO_WMS,2025-03-13 22:09:00
O000045580,ORDER_RECEIVED,2025-03-13 03:16:00
O000045580,RELEASED_TO_WMS,2025-03-13 08:02:00
O000045581,ORDER_RECEIVED,2025-03-13 04:04:00
O000045581,RELEASED_TO_WMS,2025-03-13 08:19:00
O000045582,ORDER_RECEIVED,2025-03-13 02:59:00
O000045582,RELEASED_TO_WMS,2025-03-13 04:22:00
O000045583,ORDER_RECEIVED,2025-03-13 11:26:00
O000045583,CANCELLED,2025-03-13 12:20:00
O000045583,RELEASED_TO_WMS,2025-03-13 12:46:00
O000045584,ORDER_RECEIVED,2025-03-13 14:28:00
O000045584,RELEASED_TO_WMS,2025-03-13 18:36:00
O000045585,ORDER_RECEIVED,2025-03-13 16:39:00
O000045585,RELEASED_TO_WMS,2025-03-13 17:21:00
O000045586,ORDER_RECEIVED,2025-03-13 02:32:00
O000045586,RELEASED_TO_WMS,2025-03-13 05:10:00
O000045587,ORDER_RECEIVED,2025-03-13 12:38:00
O000045587,RELEASED_TO_WMS,2025-03-13 15:25:00
O000045588,ORDER_RECEIVED,2025-03-13 20:45:00
O000045588,RELEASED_TO_WMS,2025-03-14 01:41:00
O000045589,ORDER_RECEIVED,2025-03-13 04:43:00
O000045589,RELEASED_TO_WMS,2025-03-13 07:30:00
O000045590,ORDER_RECEIVED,2025-03-13 06:23:00
O000045590,RELEASED_TO_WMS,2025-03-13 08:28:00
O000045591,ORDER_RECEIVED,2025-03-13 20:54:00
O000045591,RELEASED_TO_WMS,2025-03-13 23:39:00
O000045592,ORDER_RECEIVED,2025-03-13 06:13:00
O000045592,RELEASED_TO_WMS,2025-03-13 07:45:00
O000045593,ORDER_RECEIVED,2025-03-13 09:09:00
O000045593,RELEASED_TO_WMS,2025-03-13 14:35:00
O000045594,ORDER_RECEIVED,2025-03-13 02:04:00
O000045594,RELEASED_TO_WMS,2025-03-13 06:11:00
O000045595,ORDER_RECEIVED,2025-03-13 22:57:00
O000045595,RELEASED_TO_WMS,2025-03-14 02:10:00
O000045596,ORDER_RECEIVED,2025-03-13 00:04:00
O000045596,CANCELLED,2025-03-13 02:54:00
O000045596,RELEASED_TO_WMS,2025-03-13 04:11:00
O000045597,ORDER_RECEIVED,2025-03-13 08:43:00
O000045597,RELEASED_TO_WMS,2025-03-13 14:16:00
O000045598,ORDER_RECEIVED,2025-03-13 11:50:00
O000045598,RELEASED_TO_WMS,2025-03-13 12:18:00
O000045599,ORDER_RECEIVED,2025-03-13 18:41:00
O000045599,RELEASED_TO_WMS,2025-03-13 22:48:00
O000045600,ORDER_RECEIVED,2025-03-13 22:07:00
O000045600,RELEASED_TO_WMS,2025-03-14 00:31:00
O000045601,ORDER_RECEIVED,2025-03-13 23:54:00
O000045601,RELEASED_TO_WMS,2025-03-14 01:32:00
O000045602,ORDER_RECEIVED,2025-03-13 04:34:00
O000045602,RELEASED_TO_WMS,2025-03-13 06:12:00
O000045603,ORDER_RECEIVED,2025-03-13 13:58:00
O000045603,RELEASED_TO_WMS,2025-03-13 17:21:00
O000045604,ORDER_RECEIVED,2025-03-13 20:07:00
O000045604,RELEASED_TO_WMS,2025-03-13 21:03:00
O000045605,ORDER_RECEIVED,2025-03-13 12:23:00
O000045605,RELEASED_TO_WMS,2025-03-13 17:31:00
O000045606,ORDER_RECEIVED,2025-03-13 12:08:00
O000045606,RELEASED_TO_WMS,2025-03-13 13:04:00
O000045607,ORDER_RECEIVED,2025-03-13 04:32:00
O000045607,RELEASED_TO_WMS,2025-03-13 07:28:00
O000045608,ORDER_RECEIVED,2025-03-13 04:22:00
O000045608,RELEASED_TO_WMS,2025-03-13 04:45:00
O000045609,ORDER_RECEIVED,2025-03-13 07:51:00
O000045609,RELEASED_TO_WMS,2025-03-13 08:57:00
O000045610,ORDER_RECEIVED,2025-03-13 02:21:00
O000045610,RELEASED_TO_WMS,2025-03-13 05:26:00
O000045611,ORDER_RECEIVED,2025-03-13 08:52:00
O000045611,RELEASED_TO_WMS,2025-03-13 14:05:00
O000045612,ORDER_RECEIVED,2025-03-13 07:38:00
O000045612,RELEASED_TO_WMS,2025-03-13 12:59:00
O000045613,ORDER_RECEIVED,2025-03-13 11:28:00
O000045613,RELEASED_TO_WMS,2025-03-13 13:12:00
O000045614,ORDER_RECEIVED,2025-03-13 07:14:00
O000045614,RELEASED_TO_WMS,2025-03-13 08:57:00
O000045615,ORDER_RECEIVED,2025-03-13 03:41:00
O000045615,RELEASED_TO_WMS,2025-03-13 05:45:00
O000045616,ORDER_RECEIVED,2025-03-13 23:54:00
O000045616,RELEASED_TO_WMS,2025-03-14 03:26:00
O000045617,ORDER_RECEIVED,2025-03-13 08:23:00
O000045617,RELEASED_TO_WMS,2025-03-13 13:42:00
O000045618,ORDER_RECEIVED,2025-03-13 12:32:00
O000045618,RELEASED_TO_WMS,2025-03-13 14:35:00
O000045619,ORDER_RECEIVED,2025-03-13 12:21:00
O000045619,RELEASED_TO_WMS,2025-03-13 17:19:00
O000045620,ORDER_RECEIVED,2025-03-13 02:46:00
O000045620,RELEASED_TO_WMS,2025-03-13 07:50:00
O000045621,ORDER_RECEIVED,2025-03-13 03:09:00
O000045621,RELEASED_TO_WMS,2025-03-13 07:20:00
O000045622,ORDER_RECEIVED,2025-03-13 14:04:00
O000045622,RELEASED_TO_WMS,2025-03-13 18:10:00
O000045623,ORDER_RECEIVED,2025-03-13 16:22:00
O000045623,RELEASED_TO_WMS,2025-03-13 20:03:00
O000045624,ORDER_RECEIVED,2025-03-13 18:09:00
O000045624,RELEASED_TO_WMS,2025-03-14 00:06:00
O000045625,ORDER_RECEIVED,2025-03-13 00:34:00
O000045625,RELEASED_TO_WMS,2025-03-13 04:47:00
O000045626,ORDER_RECEIVED,2025-03-13 08:41:00
O000045626,RELEASED_TO_WMS,2025-03-13 09:33:00
O000045627,ORDER_RECEIVED,2025-03-13 07:26:00
O000045627,RELEASED_TO_WMS,2025-03-13 09:29:00
O000045628,ORDER_RECEIVED,2025-03-13 11:40:00
O000045628,RELEASED_TO_WMS,2025-03-13 12:40:00
O000045629,ORDER_RECEIVED,2025-03-13 15:12:00
O000045629,RELEASED_TO_WMS,2025-03-13 19:56:00
O000045630,ORDER_RECEIVED,2025-03-13 05:45:00
O000045630,RELEASED_TO_WMS,2025-03-13 07:37:00
O000045631,ORDER_RECEIVED,2025-03-13 17:54:00
O000045631,RELEASED_TO_WMS,2025-03-13 20:13:00
O000045632,ORDER_RECEIVED,2025-03-13 11:47:00
O000045632,RELEASED_TO_WMS,2025-03-13 16:14:00
O000045633,ORDER_RECEIVED,2025-03-13 04:22:00
O000045633,RELEASED_TO_WMS,2025-03-13 09:35:00
O000045634,ORDER_RECEIVED,2025-03-13 14:19:00
O000045634,RELEASED_TO_WMS,2025-03-13 16:30:00
O000045635,ORDER_RECEIVED,2025-03-13 15:28:00
O000045635,RELEASED_TO_WMS,2025-03-13 19:53:00
O000045636,ORDER_RECEIVED,2025-03-13 12:45:00
O000045636,RELEASED_TO_WMS,2025-03-13 17:02:00
O000045637,ORDER_RECEIVED,2025-03-13 23:02:00
O000045637,RELEASED_TO_WMS,2025-03-14 01:03:00
O000045638,ORDER_RECEIVED,2025-03-13 20:48:00
O000045638,RELEASED_TO_WMS,2025-03-13 23:56:00
O000045639,ORDER_RECEIVED,2025-03-13 22:21:00
O000045639,RELEASED_TO_WMS,2025-03-14 02:27:00
O000045640,ORDER_RECEIVED,2025-03-13 18:14:00
O000045640,RELEASED_TO_WMS,2025-03-13 23:56:00
O000045641,ORDER_RECEIVED,2025-03-13 11:39:00
O000045641,RELEASED_TO_WMS,2025-03-13 12:30:00
O000045642,ORDER_RECEIVED,2025-03-13 10:28:00
O000045642,RELEASED_TO_WMS,2025-03-13 15:32:00
O000045643,ORDER_RECEIVED,2025-03-13 12:54:00
O000045643,RELEASED_TO_WMS,2025-03-13 17:53:00
O000045644,ORDER_RECEIVED,2025-03-13 23:50:00
O000045644,RELEASED_TO_WMS,2025-03-14 04:30:00
O000045645,ORDER_RECEIVED,2025-03-13 10:05:00
O000045645,RELEASED_TO_WMS,2025-03-13 15:35:00
O000045646,ORDER_RECEIVED,2025-03-13 02:13:00
O000045646,RELEASED_TO_WMS,2025-03-13 07:46:00
O000045647,ORDER_RECEIVED,2025-03-13 04:29:00
O000045647,RELEASED_TO_WMS,2025-03-13 08:04:00
O000045648,ORDER_RECEIVED,2025-03-13 22:15:00
O000045648,RELEASED_TO_WMS,2025-03-14 02:35:00
O000045649,ORDER_RECEIVED,2025-03-13 16:11:00
O000045649,RELEASED_TO_WMS,2025-03-13 18:06:00
O000045650,ORDER_RECEIVED,2025-03-13 07:21:00
O000045650,RELEASED_TO_WMS,2025-03-13 10:17:00
O000045651,ORDER_RECEIVED,2025-03-13 06:32:00
O000045651,RELEASED_TO_WMS,2025-03-13 08:12:00
O000045652,ORDER_RECEIVED,2025-03-13 21:57:00
O000045652,RELEASED_TO_WMS,2025-03-14 01:37:00
O000045653,ORDER_RECEIVED,2025-03-13 07:02:00
O000045653,RELEASED_TO_WMS,2025-03-13 10:32:00
O000045654,ORDER_RECEIVED,2025-03-13 08:31:00
O000045654,RELEASED_TO_WMS,2025-03-13 10:07:00
O000045655,ORDER_RECEIVED,2025-03-13 04:57:00
O000045655,RELEASED_TO_WMS,2025-03-13 07:24:00
O000045655,RETURN_REQUESTED,2025-03-15 19:24:00
O000045656,ORDER_RECEIVED,2025-03-13 00:46:00
O000045656,CANCELLED,2025-03-13 01:20:00
O000045656,RELEASED_TO_WMS,2025-03-13 03:26:00
O000045657,ORDER_RECEIVED,2025-03-13 09:48:00
O000045657,RELEASED_TO_WMS,2025-03-13 15:08:00
O000045658,ORDER_RECEIVED,2025-03-13 05:01:00
O000045658,RELEASED_TO_WMS,2025-03-13 10:25:00
O000045659,ORDER_RECEIVED,2025-03-13 01:16:00
O000045659,RELEASED_TO_WMS,2025-03-13 03:29:00
O000045660,ORDER_RECEIVED,2025-03-13 15:29:00
O000045660,RELEASED_TO_WMS,2025-03-13 19:50:00
O000045661,ORDER_RECEIVED,2025-03-13 06:07:00
O000045661,RELEASED_TO_WMS,2025-03-13 11:07:00
O000045662,ORDER_RECEIVED,2025-03-13 20:24:00
O000045662,RELEASED_TO_WMS,2025-03-14 00:42:00
O000045663,ORDER_RECEIVED,2025-03-13 07:49:00
O000045663,RELEASED_TO_WMS,2025-03-13 10:37:00
O000045664,ORDER_RECEIVED,2025-03-13 04:37:00
O000045664,RELEASED_TO_WMS,2025-03-13 06:29:00
O000045665,ORDER_RECEIVED,2025-03-13 16:51:00
O000045665,RELEASED_TO_WMS,2025-03-13 21:20:00
O000045666,ORDER_RECEIVED,2025-03-13 13:56:00
O000045666,RELEASED_TO_WMS,2025-03-13 18:28:00
O000045667,ORDER_RECEIVED,2025-03-13 10:23:00
O000045667,RELEASED_TO_WMS,2025-03-13 13:09:00
O000045668,ORDER_RECEIVED,2025-03-13 03:41:00
O000045668,RELEASED_TO_WMS,2025-03-13 07:24:00
O000045669,ORDER_RECEIVED,2025-03-13 04:54:00
O000045669,RELEASED_TO_WMS,2025-03-13 08:28:00
O000045670,ORDER_RECEIVED,2025-03-13 07:58:00
O000045670,RELEASED_TO_WMS,2025-03-13 11:14:00
O000045671,ORDER_RECEIVED,2025-03-13 04:14:00
O000045671,RELEASED_TO_WMS,2025-03-13 06:43:00
O000045672,ORDER_RECEIVED,2025-03-13 22:52:00
O000045672,RELEASED_TO_WMS,2025-03-14 03:47:00
O000045673,ORDER_RECEIVED,2025-03-13 01:39:00
O000045673,RELEASED_TO_WMS,2025-03-13 02:39:00
O000045674,ORDER_RECEIVED,2025-03-13 08:58:00
O000045674,RELEASED_TO_WMS,2025-03-13 13:01:00
O000045675,ORDER_RECEIVED,2025-03-13 14:42:00
O000045675,RELEASED_TO_WMS,2025-03-13 19:39:00
O000045676,ORDER_RECEIVED,2025-03-13 04:42:00
O000045676,RELEASED_TO_WMS,2025-03-13 06:53:00
O000045677,ORDER_RECEIVED,2025-03-13 11:15:00
O000045677,RELEASED_TO_WMS,2025-03-13 15:46:00
O000045678,ORDER_RECEIVED,2025-03-13 00:34:00
O000045678,RELEASED_TO_WMS,2025-03-13 05:06:00
O000045679,ORDER_RECEIVED,2025-03-13 08:11:00
O000045679,RELEASED_TO_WMS,2025-03-13 10:08:00
O000045680,ORDER_RECEIVED,2025-03-13 12:43:00
O000045680,RELEASED_TO_WMS,2025-03-13 13:56:00
O000045681,ORDER_RECEIVED,2025-03-13 01:12:00
O000045681,RELEASED_TO_WMS,2025-03-13 01:56:00
O000045682,ORDER_RECEIVED,2025-03-13 14:37:00
O000045682,RELEASED_TO_WMS,2025-03-13 19:30:00
O000045683,ORDER_RECEIVED,2025-03-13 12:22:00
O000045683,RELEASED_TO_WMS,2025-03-13 15:32:00
O000045684,ORDER_RECEIVED,2025-03-13 03:33:00
O000045684,RELEASED_TO_WMS,2025-03-13 08:29:00
O000045685,ORDER_RECEIVED,2025-03-14 16:32:00
O000045685,RELEASED_TO_WMS,2025-03-14 20:28:00
O000045685,RETURN_REQUESTED,2025-03-16 09:28:00
O000045686,ORDER_RECEIVED,2025-03-14 10:32:00
O000045686,RELEASED_TO_WMS,2025-03-14 14:32:00
O000045687,ORDER_RECEIVED,2025-03-14 22:42:00
O000045687,RELEASED_TO_WMS,2025-03-14 23:30:00
O000045688,ORDER_RECEIVED,2025-03-14 16:39:00
O000045688,RELEASED_TO_WMS,2025-03-14 22:02:00
O000045688,RETURN_REQUESTED,2025-03-17 02:02:00
O000045689,ORDER_RECEIVED,2025-03-14 07:39:00
O000045689,RELEASED_TO_WMS,2025-03-14 12:58:00
O000045690,ORDER_RECEIVED,2025-03-14 05:16:00
O000045690,RELEASED_TO_WMS,2025-03-14 07:34:00
O000045691,ORDER_RECEIVED,2025-03-14 15:46:00
O000045691,RELEASED_TO_WMS,2025-03-14 16:37:00
O000045691,CANCELLED,2025-03-14 17:24:00
O000045692,ORDER_RECEIVED,2025-03-14 14:18:00
O000045692,RELEASED_TO_WMS,2025-03-14 15:34:00
O000045693,ORDER_RECEIVED,2025-03-14 07:36:00
O000045693,CANCELLED,2025-03-14 08:03:00
O000045693,RELEASED_TO_WMS,2025-03-14 09:26:00
O000045694,ORDER_RECEIVED,2025-03-14 14:36:00
O000045694,RELEASED_TO_WMS,2025-03-14 18:52:00
O000045695,ORDER_RECEIVED,2025-03-14 20:11:00
O000045695,RELEASED_TO_WMS,2025-03-14 21:42:00
O000045696,ORDER_RECEIVED,2025-03-14 11:52:00
O000045696,RELEASED_TO_WMS,2025-03-14 13:04:00
O000045697,ORDER_RECEIVED,2025-03-14 20:59:00
O000045697,RELEASED_TO_WMS,2025-03-15 00:36:00
O000045698,ORDER_RECEIVED,2025-03-14 09:26:00
O000045698,RELEASED_TO_WMS,2025-03-14 13:50:00
O000045698,RETURN_REQUESTED,2025-03-17 14:50:00
O000045699,ORDER_RECEIVED,2025-03-14 20:45:00
O000045699,RELEASED_TO_WMS,2025-03-15 01:25:00
O000045700,ORDER_RECEIVED,2025-03-14 00:36:00
O000045700,RELEASED_TO_WMS,2025-03-14 04:02:00
O000045701,ORDER_RECEIVED,2025-03-14 08:10:00
O000045701,RELEASED_TO_WMS,2025-03-14 10:58:00
O000045702,ORDER_RECEIVED,2025-03-14 02:36:00
O000045702,RELEASED_TO_WMS,2025-03-14 06:51:00
O000045703,ORDER_RECEIVED,2025-03-14 02:16:00
O000045703,RELEASED_TO_WMS,2025-03-14 03:35:00
