shipment_id,pickup_ts,delivered_ts,actual_distance_km,actual_cost
S000005956,2025-01-11 20:02:00,2025-01-13 07:31:06.830637882,22.77,5543.0
S000005957,2025-01-12 00:51:00,2025-01-12 18:03:48.833222212,19.99,5746.0
S000005958,2025-01-11 14:46:00,2025-01-12 22:55:50.973472306,4.15,4079.0
S000005959,2025-01-11 08:23:00,2025-01-12 12:11:52.928898649,18.48,5443.0
S000005960,2025-01-12 00:18:00,2025-01-12 14:24:55.612610517,12.61,4512.0
S000005961,2025-01-11 23:20:00,2025-01-12 03:32:59.448161196,3.48,4206.0
S000005962,2025-01-11 16:15:00,2025-01-12 18:35:40.042330684,6.09,4450.0
S000005963,2025-01-11 20:51:00,2025-01-13 07:44:27.026630095,18.66,4315.0
S000005964,2025-01-12 02:33:00,2025-01-12 10:53:19.033410422,12.14,4910.0
S000005965,2025-01-12 04:42:00,2025-01-13 13:59:03.844567975,21.58,5948.0
S000005966,2025-01-12 03:53:00,2025-01-12 14:30:24.327301252,10.76,4931.0
S000005967,2025-01-11 19:28:00,2025-01-12 16:47:42.825935492,22.41,5563.0
S000005968,2025-01-12 04:49:00,2025-01-13 02:29:58.418813690,11.2,4288.0
S000005969,2025-01-11 03:15:00,2025-01-11 14:18:54.941028300,16.84,5903.0
S000005970,2025-01-11 07:32:00,2025-01-11 12:17:59.285942186,22.12,6640.0
S000005971,2025-01-12 05:08:00,2025-01-12 14:41:32.838923156,11.29,4803.0
S000005972,2025-01-11 20:37:00,2025-01-12 13:06:46.768828318,3.65,3584.0
S000005973,2025-01-12 04:08:00,2025-01-12 14:11:14.817894087,15.07,4756.0
S000005974,2025-01-11 22:17:00,2025-01-12 23:45:16.059507088,32.66,6577.0
S000005975,2025-01-11 17:26:00,2025-01-12 13:03:03.029245914,32.95,7065.0
S000005976,2025-01-12 02:09:00,2025-01-12 17:28:48.155550693,7.71,4683.0
S000005977,2025-01-12 03:07:00,2025-01-12 14:34:05.152302176,22.87,5395.0
S000005978,2025-01-11 19:39:00,2025-01-12 20:50:34.782515815,11.44,4907.0
S000005979,2025-01-11 09:38:00,2025-01-12 18:10:24.171914702,6.29,4828.0
S000005980,2025-01-11 23:41:00,2025-01-13 00:30:29.159706979,19.24,6594.0
S000005981,2025-01-11 16:23:00,2025-01-12 09:28:12.497071563,15.21,4905.0
S000005982,2025-01-11 16:39:00,2025-01-11 21:32:37.063547786,18.52,6772.0
S000005983,2025-01-11 12:20:00,2025-01-12 17:37:17.064139736,21.57,6241.0
S000005984,2025-01-12 05:44:00,2025-01-13 02:31:24.392376646,13.8,4396.0
S000005985,2025-01-11 16:13:00,2025-01-11 22:18:38.659082236,21.22,5929.0
S000005986,2025-01-11 18:36:00,2025-01-12 21:52:23.867553615,13.34,4617.0
S000005987,2025-01-11 20:43:00,2025-01-12 08:04:42.908576781,4.35,3570.0
S000005988,2025-01-12 04:35:00,2025-01-12 18:08:51.015858969,14.37,4951.0
S000005989,2025-01-11 18:27:00,2025-01-12 19:17:08.366066775,27.33,6977.0
S000005990,2025-01-12 06:04:00,2025-01-12 16:06:21.222211707,17.12,5428.0
S000005991,2025-01-11 06:05:00,2025-01-11 20:22:59.307171673,6.4,4028.0
S000005992,2025-01-11 21:51:00,2025-01-13 00:10:31.289580048,19.49,6057.0
S000005993,2025-01-12 04:23:00,2025-01-12 18:28:16.264106480,25.75,6613.0
S000005994,2025-01-11 08:41:00,2025-01-11 15:37:04.796660374,27.23,6105.0
S000005995,2025-01-11 23:01:00,2025-01-12 06:13:05.299743398,16.62,6076.0
S000005996,2025-01-11 12:07:00,2025-01-12 09:26:11.480070806,13.7,4630.0
S000005997,2025-01-11 17:22:00,2025-01-13 05:18:55.412882296,16.34,4942.0
S000005998,2025-01-11 12:16:00,2025-01-12 09:00:30.540246345,22.84,5389.0
S000005999,2025-01-11 14:55:00,2025-01-13 02:11:37.680467203,30.32,7052.0
S000006000,2025-01-11 13:20:00,2025-01-12 22:20:35.204440071,22.39,5630.0
S000006001,2025-01-11 18:55:00,2025-01-13 02:59:36.194264104,17.5,5886.0
S000006002,2025-01-11 23:41:00,2025-01-12 17:59:35.187226945,5.31,4246.0
S000006003,2025-01-11 19:39:00,2025-01-12 17:44:15.172372996,18.53,5978.0
S000006004,2025-01-11 10:03:00,2025-01-12 10:22:12.822697653,7.23,4163.0
S000006005,2025-01-11 12:13:00,2025-01-11 16:29:23.303434299,4.0,3425.0
S000006006,2025-01-11 21:33:00,2025-01-12 02:56:55.255851970,13.87,4890.0
S000006007,2025-01-11 23:09:00,2025-01-13 09:51:16.347431484,18.35,5993.0
S000006008,2025-01-11 22:17:00,2025-01-12 16:21:19.923658968,29.7,6305.0
S000006009,2025-01-11 14:21:00,2025-01-12 21:05:27.417205813,23.4,5995.0
S000006010,2025-01-11 12:57:00,2025-01-11 20:52:17.951410236,26.79,6679.0
S000006011,2025-01-11 11:53:00,2025-01-12 00:07:47.033471065,23.35,6863.0
S000006012,2025-01-12 02:22:00,2025-01-12 08:02:33.860367159,25.02,4983.0
S000006013,2025-01-11 13:01:00,2025-01-12 17:24:52.841014634,3.03,4231.0
S000006014,2025-01-12 01:38:00,2025-01-12 13:54:36.743043183,17.41,6808.0
S000006015,2025-01-11 08:38:00,2025-01-12 13:56:35.504871339,6.16,4171.0
S000006016,2025-01-11 16:19:00,2025-01-12 21:14:39.185465109,3.73,4359.0
S000006017,2025-01-12 01:14:00,2025-01-12 08:31:29.812111785,6.66,4178.0
S000006018,2025-01-11 12:18:00,2025-01-12 01:26:41.214836115,22.24,6231.0
S000006019,2025-01-11 09:13:00,2025-01-12 06:21:31.662831487,23.67,5159.0
S000006020,2025-01-12 01:44:00,2025-01-13 07:32:49.747946349,25.05,6493.0
S000006021,2025-01-11 08:48:00,2025-01-12 14:19:56.371979665,31.46,6658.0
S000006022,2025-01-11 08:48:00,2025-01-12 06:03:04.490151519,27.35,6748.0
S000006023,2025-01-11 20:46:00,2025-01-12 23:00:52.497871076,5.55,4371.0
S000006024,2025-01-11 13:41:00,2025-01-12 23:44:13.635672210,30.2,6211.0
S000006025,2025-01-11 06:53:00,2025-01-12 00:01:39.093565106,25.62,6084.0
S000006026,2025-01-12 03:58:00,2025-01-12 12:09:51.192933230,24.05,6521.0
S000006027,2025-01-11 03:33:00,2025-01-11 11:54:10.153010221,6.88,4863.0
S000006028,2025-01-11 13:59:00,2025-01-12 05:58:39.007319470,6.46,4627.0
S000006029,2025-01-11 21:37:00,2025-01-12 05:20:07.745413810,25.9,7112.0
S000006030,2025-01-11 19:49:00,2025-01-13 04:00:38.660574825,6.79,4446.0
S000006031,2025-01-11 19:05:00,2025-01-12 16:23:17.161028164,10.83,5153.0
S000006032,2025-01-11 14:37:00,2025-01-12 19:13:38.721882841,15.03,4871.0
S000006033,2025-01-11 20:46:00,2025-01-13 08:33:38.631316848,5.94,4731.0
S000006034,2025-01-11 11:56:00,2025-01-12 04:51:40.092606984,3.28,3433.0
S000006035,2025-01-11 15:04:00,2025-01-12 20:44:10.291904976,33.28,7420.0
S000006036,2025-01-11 13:45:00,2025-01-12 17:15:04.080176179,27.7,6710.0
S000006037,2025-01-11 13:50:00,2025-01-12 01:58:20.632761693,25.12,7207.0
S000006038,2025-01-11 21:36:00,2025-01-12 05:18:13.517056890,9.62,5048.0
S000006039,2025-01-11 17:10:00,2025-01-11 21:29:01.471210525,7.85,4115.0
S000006040,2025-01-11 13:13:00,2025-01-12 19:40:30.482196253,14.31,5548.0
S000006041,2025-01-11 06:14:00,2025-01-12 17:35:17.189403217,12.81,5044.0
S000006042,2025-01-11 12:41:00,2025-01-12 05:04:05.548126786,3.27,3976.0
S000006043,2025-01-11 12:29:00,2025-01-12 09:33:37.700998586,24.72,5097.0
S000006044,2025-01-11 11:45:00,2025-01-11 22:01:17.097715675,32.56,7853.0
S000006045,2025-01-12 02:14:00,2025-01-13 07:06:03.347324839,17.43,5130.0
S000006046,2025-01-11 19:06:00,2025-01-11 23:46:11.028582332,12.43,4696.0
S000006047,2025-01-11 02:16:00,2025-01-11 10:34:58.961387779,12.45,4292.0
S000006048,2025-01-11 13:53:00,2025-01-12 23:56:35.164171843,5.71,4574.0
S000006049,2025-01-12 03:59:00,2025-01-12 17:44:36.319605728,8.51,3904.0
S000006050,2025-01-11 15:19:00,2025-01-12 12:36:39.097801172,17.24,4859.0
S000006051,2025-01-11 23:23:00,2025-01-12 17:38:00.466368177,15.86,5057.0
S000006052,2025-01-11 13:46:00,2025-01-11 23:26:46.821307141,19.05,5506.0
S000006053,2025-01-11 21:08:00,2025-01-12 23:44:14.085153550,22.79,6050.0
S000006054,2025-01-11 08:30:00,2025-01-12 17:24:53.511907766,8.66,4314.0
S000006055,2025-01-11 20:37:00,2025-01-12 18:45:22.414698059,3.88,3944.0
S000006056,2025-01-12 00:19:00,2025-01-12 12:48:25.254913977,4.13,3461.0
S000006057,2025-01-11 17:01:00,2025-01-13 00:11:54.395288803,6.46,4636.0
S000006058,2025-01-12 01:44:00,2025-01-12 15:09:54.105264868,17.96,5174.0
S000006059,2025-01-11 22:01:00,2025-01-13 04:08:24.739826008,22.1,6366.0
S000006060,2025-01-11 14:11:00,2025-01-12 21:37:08.769127804,29.51,6386.0
S000006061,2025-01-11 23:36:00,2025-01-13 06:49:31.129758804,17.52,6155.0
S000006062,2025-01-11 10:30:00,2025-01-12 13:34:45.705815666,11.52,4755.0
S000006063,2025-01-11 19:02:00,2025-01-13 05:43:37.193944794,7.31,4691.0
S000006064,2025-01-11 13:31:00,2025-01-12 22:08:48.282199147,11.51,5166.0
S000006065,2025-01-11 20:55:00,2025-01-13 06:47:36.428279264,12.51,4412.0
S000006066,2025-01-11 18:15:00,2025-01-12 11:58:32.890599465,26.28,6786.0
S000006067,2025-01-11 10:48:00,2025-01-11 22:33:36.150063501,15.84,4912.0
S000006068,2025-01-11 17:25:00,2025-01-13 05:20:04.920235762,8.14,4020.0
S000006069,2025-01-11 21:20:00,2025-01-12 05:47:58.952984508,9.85,4401.0
S000006070,2025-01-11 17:45:00,2025-01-12 16:23:46.225995266,5.69,3649.0
S000006071,2025-01-11 14:30:00,2025-01-12 16:37:24.482614231,27.38,6984.0
S000006072,2025-01-11 15:02:00,2025-01-12 06:26:49.282710739,3.83,4077.0
S000006073,2025-01-11 10:41:00,2025-01-11 23:37:26.053360695,2.95,3232.0
S000006074,2025-01-11 20:35:00,2025-01-12 05:19:33.163820836,7.71,4379.0
S000006075,2025-01-12 00:11:00,2025-01-12 05:29:01.515477560,27.02,5746.0
S000006076,2025-01-11 15:14:00,2025-01-13 02:30:09.808676835,15.86,5242.0
S000006077,2025-01-11 05:29:00,2025-01-11 23:30:17.387427115,22.84,5812.0
S000006078,2025-01-11 19:24:00,2025-01-12 08:41:00.071159848,13.15,4179.0
S000006079,2025-01-12 04:35:00,2025-01-12 14:30:04.477447894,3.85,4521.0
S000006080,2025-01-11 23:04:00,2025-01-12 10:29:12.557731926,29.17,5331.0
S000006081,2025-01-11 14:31:00,2025-01-12 11:20:40.961100399,8.98,3976.0
S000006082,2025-01-12 00:13:00,2025-01-12 12:02:40.857865863,3.82,3585.0
S000006083,2025-01-12 01:09:00,2025-01-12 13:51:05.274087433,17.25,5385.0
S000006084,2025-01-11 18:58:00,2025-01-13 06:33:16.228195407,4.23,3694.0
S000006085,2025-01-11 13:21:00,2025-01-12 12:18:59.896994317,5.84,3973.0
S000006086,2025-01-11 18:21:00,2025-01-12 01:37:33.118521405,24.59,7269.0
S000006087,2025-01-11 22:12:00,2025-01-13 02:19:59.662381810,18.29,5331.0
S000006088,2025-01-11 10:13:00,2025-01-11 16:44:05.967194447,9.28,5104.0
S000006089,2025-01-11 06:27:00,2025-01-11 20:38:44.519113561,11.46,4276.0
S000006090,2025-01-11 14:52:00,2025-01-12 05:43:23.202410126,25.17,6698.0
S000006091,2025-01-11 07:16:00,2025-01-12 09:27:12.778404180,4.88,4276.0
S000006092,2025-01-11 16:49:00,2025-01-11 23:13:54.205967725,6.2,3543.0
S000006093,2025-01-11 05:13:00,2025-01-12 03:43:50.230209510,21.43,6525.0
S000006094,2025-01-12 03:59:00,2025-01-13 00:52:57.072261631,16.81,4751.0
S000006095,2025-01-12 03:22:00,2025-01-12 18:06:27.070793599,27.55,7862.0
S000006096,2025-01-11 09:51:00,2025-01-12 05:15:24.597068151,14.91,5520.0
S000006097,2025-01-12 01:31:00,2025-01-12 20:25:37.341351691,4.63,4106.0
S000006098,2025-01-11 11:29:00,2025-01-12 22:39:42.365915767,19.11,5307.0
S000006099,2025-01-11 10:11:00,2025-01-12 11:39:33.169150491,18.14,6786.0
S000006100,2025-01-11 14:50:00,2025-01-12 04:18:03.216362260,7.17,4357.0
S000006101,2025-01-12 02:13:00,2025-01-13 07:41:23.347982136,17.56,5763.0
S000006102,2025-01-11 22:18:00,2025-01-12 16:41:41.365574786,8.8,3853.0
S000006103,2025-01-11 18:29:00,2025-01-12 01:33:54.133067254,23.59,7515.0
S000006104,2025-01-11 16:06:00,2025-01-12 00:36:42.654155446,25.48,7437.0
S000006105,2025-01-11 11:45:00,2025-01-12 09:52:54.618745263,13.85,5701.0
S000006106,2025-01-11 23:30:00,2025-01-12 08:43:52.360309074,26.81,7996.0
S000006107,2025-01-11 10:04:00,2025-01-12 16:43:40.766290768,33.73,6886.0
S000006108,2025-01-12 02:40:00,2025-01-12 11:51:01.597747376,5.22,4481.0
S000006109,2025-01-11 08:48:00,2025-01-12 00:39:23.844101299,11.9,5077.0
S000006110,2025-01-11 18:14:00,2025-01-12 16:02:02.059795004,20.19,5478.0
S000006111,2025-01-11 05:59:00,2025-01-12 17:53:39.502600938,5.27,3467.0
S000006112,2025-01-12 01:48:00,2025-01-12 07:18:25.985012270,11.53,4815.0
S000006113,2025-01-11 20:00:00,2025-01-12 20:14:39.884553909,8.25,4017.0
S000006114,2025-01-11 11:13:00,2025-01-12 07:08:35.091031695,31.77,6903.0
S000006115,2025-01-11 21:17:00,2025-01-12 15:45:21.273214098,15.48,4715.0
S000006116,2025-01-11 23:53:00,2025-01-12 11:30:03.254332566,25.27,7423.0
S000006117,2025-01-12 03:12:00,2025-01-12 07:27:18.325275062,15.27,5291.0
S000006118,2025-01-11 18:59:00,2025-01-13 00:49:55.012246033,5.86,4587.0
S000006119,2025-01-11 12:22:00,2025-01-12 16:28:53.336288412,25.87,5745.0
S000006120,2025-01-11 18:27:00,2025-01-12 02:00:42.484083847,2.31,4064.0
S000006121,2025-01-11 09:09:00,2025-01-12 06:38:34.289752534,4.56,3973.0
S000006122,2025-01-11 23:36:00,2025-01-12 14:21:23.637275366,12.18,4677.0
S000006123,2025-01-11 11:55:00,2025-01-11 19:22:10.267476541,21.29,6172.0
S000006124,2025-01-12 00:28:00,2025-01-12 19:10:09.757468044,12.76,4353.0
S000006125,2025-01-11 11:10:00,2025-01-11 15:18:29.510363940,5.21,4442.0
S000006126,2025-01-11 17:25:00,2025-01-12 12:26:48.188585769,11.66,4516.0
S000006127,2025-01-11 23:29:00,2025-01-12 08:01:38.506751944,9.56,4820.0
S000006128,2025-01-11 16:21:00,2025-01-12 07:38:41.744345722,3.29,3484.0
S000006129,2025-01-12 02:27:00,2025-01-12 18:29:47.522897016,18.22,6090.0
S000006130,2025-01-12 00:50:00,2025-01-12 07:09:10.701657426,6.83,4100.0
S000006131,2025-01-11 18:23:00,2025-01-12 18:09:20.919214704,12.18,4925.0
S000006132,2025-01-11 06:26:00,2025-01-12 02:47:36.108283852,20.44,5446.0
S000006133,2025-01-11 23:48:00,2025-01-13 00:55:18.809351954,23.56,6834.0
S000006134,2025-01-11 10:05:00,2025-01-12 16:27:25.035486236,9.11,4811.0
S000006135,2025-01-12 00:30:00,2025-01-12 14:52:03.172763834,11.22,4831.0
S000006136,2025-01-11 13:01:00,2025-01-12 09:12:43.221467742,9.2,4344.0
S000006137,2025-01-11 08:26:00,2025-01-12 13:16:11.692867830,27.93,6443.0
S000006138,2025-01-12 02:01:00,2025-01-12 17:20:39.519180735,8.47,4464.0
S000006139,2025-01-12 04:09:00,2025-01-13 01:55:19.280156700,8.88,3737.0
S000006140,2025-01-12 01:28:00,2025-01-12 23:25:05.834383473,14.99,5300.0
S000006141,2025-01-11 12:40:00,2025-01-12 00:56:06.102672567,8.53,4409.0
S000006142,2025-01-11 12:12:00,2025-01-12 09:15:24.746174092,7.4,4585.0
S000006143,2025-01-11 08:15:00,2025-01-11 20:01:01.775831322,4.92,4500.0
S000006144,2025-01-11 15:33:00,2025-01-12 00:18:18.830998332,22.04,5483.0
S000006145,2025-01-11 16:21:00,2025-01-12 21:52:40.816146378,21.07,5030.0
S000006146,2025-01-11 16:25:00,2025-01-13 00:00:04.461367549,18.94,5154.0
S000006147,2025-01-11 14:24:00,2025-01-12 20:05:06.234317008,26.13,7339.0
S000006148,2025-01-11 09:13:00,2025-01-12 08:59:40.126892808,11.0,4950.0
S000006149,2025-01-11 07:12:00,2025-01-11 13:35:17.853126759,28.4,8082.0
S000006150,2025-01-11 11:38:00,2025-01-12 08:37:08.792610162,25.28,5330.0
S000006151,2025-01-11 15:30:00,2025-01-13 01:57:14.570058967,21.67,6331.0
S000006152,2025-01-12 02:02:00,2025-01-13 11:01:47.850789217,21.0,6761.0
S000006153,2025-01-11 21:06:00,2025-01-13 02:54:53.712525056,13.52,5052.0
S000006154,2025-01-12 01:09:00,2025-01-13 03:22:11.186216979,11.72,4989.0
S000006155,2025-01-11 02:32:00,2025-01-11 22:42:30.036716673,16.06,6206.0
S000006156,2025-01-11 23:35:00,2025-01-12 17:37:34.274972810,5.61,3568.0
S000006157,2025-01-11 02:01:00,2025-01-12 00:56:16.572960440,14.32,4628.0
S000006158,2025-01-11 12:36:00,2025-01-12 07:44:46.159743858,4.06,3541.0
S000006159,2025-01-11 10:20:00,2025-01-12 03:32:28.022662530,2.48,4168.0
S000006160,2025-01-11 19:57:00,2025-01-12 19:05:28.346433010,25.17,5676.0
S000006161,2025-01-12 01:28:00,2025-01-13 10:48:52.302715281,19.81,6553.0
S000006162,2025-01-11 22:55:00,2025-01-12 09:54:44.258629426,16.82,5867.0
S000006163,2025-01-11 09:40:00,2025-01-11 18:00:18.753710359,11.39,4274.0
S000006164,2025-01-11 09:11:00,2025-01-11 18:13:19.399122715,20.93,6354.0
S000006165,2025-01-11 09:45:00,2025-01-12 12:07:26.085004410,30.34,6176.0
S000006166,2025-01-11 09:30:00,2025-01-12 17:20:28.660746908,18.37,6003.0
S000006167,2025-01-12 01:07:00,2025-01-13 05:39:03.488862843,16.59,5491.0
S000006168,2025-01-11 19:10:00,2025-01-12 12:05:36.292603702,14.51,5291.0
S000006169,2025-01-11 16:14:00,2025-01-12 14:19:14.397065520,11.98,4345.0
S000006170,2025-01-11 10:05:00,2025-01-11 15:34:03.640318522,20.44,7141.0
S000006171,2025-01-11 16:06:00,2025-01-12 10:58:10.544531962,29.43,6013.0
S000006172,2025-01-12 03:41:00,2025-01-13 07:32:29.101648939,15.61,5429.0
S000006173,2025-01-12 07:26:00,2025-01-13 12:46:40.006277635,15.36,5431.0
S000006174,2025-01-11 17:16:00,2025-01-12 16:50:37.296943129,12.71,5299.0
S000006175,2025-01-11 22:17:00,2025-01-13 04:54:33.178236088,12.76,5101.0
S000006176,2025-01-11 23:16:00,2025-01-12 14:18:53.788672705,32.59,7462.0
S000006177,2025-01-11 07:38:00,2025-01-11 14:26:37.094853981,20.27,5642.0
S000006178,2025-01-11 13:41:00,2025-01-12 10:11:55.648134435,13.77,4643.0
S000006179,2025-01-11 19:15:00,2025-01-13 07:00:57.733181452,14.09,5366.0
S000006180,2025-01-11 14:44:00,2025-01-12 23:13:46.850815251,14.61,6293.0
S000006181,2025-01-11 15:09:00,2025-01-12 23:11:20.862855006,3.97,3342.0
S000006182,2025-01-11 21:54:00,2025-01-12 21:17:16.034164958,19.64,5336.0
S000006183,2025-01-11 17:08:00,2025-01-13 03:39:42.514364888,28.41,6195.0
S000006184,2025-01-11 11:09:00,2025-01-12 09:02:54.628878721,18.88,4993.0
S000006185,2025-01-11 18:27:00,2025-01-12 12:23:53.466933703,7.82,4193.0
S000006186,2025-01-11 23:46:00,2025-01-13 00:50:34.349887984,19.37,7474.0
S000006187,2025-01-11 05:23:00,2025-01-12 03:06:33.688957800,19.43,5882.0
S000006188,2025-01-12 02:33:00,2025-01-13 04:53:13.705417352,11.07,4588.0
S000006189,2025-01-11 07:29:00,2025-01-11 23:34:06.147018945,17.82,6805.0
S000006190,2025-01-11 23:02:00,2025-01-13 10:10:52.832392234,20.21,6487.0
S000006191,2025-01-11 11:52:00,2025-01-12 22:01:24.928103383,29.49,6449.0
S000006192,2025-01-11 06:29:00,2025-01-12 12:10:43.783059786,6.44,3838.0
S000006193,2025-01-12 04:02:00,2025-01-12 09:08:13.568704149,7.14,4166.0
S000006194,2025-01-11 12:43:00,2025-01-12 01:08:39.654670620,14.41,5152.0
S000006195,2025-01-11 11:35:00,2025-01-12 21:30:48.435054200,4.31,3828.0
S000006196,2025-01-11 23:29:00,2025-01-13 05:26:44.822452780,13.52,5819.0
S000006197,2025-01-11 18:44:00,2025-01-12 06:49:45.630275442,24.87,6069.0
S000006198,2025-01-11 09:46:00,2025-01-12 08:04:36.054447580,6.35,4280.0
S000006199,2025-01-11 09:53:00,2025-01-11 14:44:39.040487409,13.03,5098.0
S000006200,2025-01-11 23:57:00,2025-01-13 06:28:18.394357832,29.79,7278.0
S000006201,2025-01-11 15:34:00,2025-01-12 11:22:52.200884232,18.68,5687.0
S000006202,2025-01-11 09:57:00,2025-01-12 05:38:39.168014974,17.85,5747.0
S000006203,2025-01-11 14:06:00,2025-01-11 22:34:18.997274744,17.77,5557.0
S000006204,2025-01-11 12:00:00,2025-01-11 17:05:21.253496269,7.88,4753.0
S000006205,2025-01-12 00:43:00,2025-01-13 10:55:36.596388052,7.27,3762.0
S000006206,2025-01-11 20:50:00,2025-01-13 00:13:24.580419237,19.8,6024.0
S000006207,2025-01-11 21:42:00,2025-01-12 10:04:59.984618246,14.83,4705.0
S000006208,2025-01-11 21:10:00,2025-01-12 01:57:12.443704904,10.01,3982.0
S000006209,2025-01-11 16:03:00,2025-01-12 16:23:59.259896278,3.53,3900.0
S000006210,2025-01-11 21:14:00,2025-01-13 05:02:16.783031995,27.18,6045.0
S000006211,2025-01-12 03:24:00,2025-01-12 22:26:57.953411793,3.45,3991.0
S000006212,2025-01-12 03:41:00,2025-01-13 04:59:50.279258437,22.66,5744.0
S000006213,2025-01-11 21:57:00,2025-01-13 08:27:37.990204477,13.82,4742.0
S000006214,2025-01-12 03:02:00,2025-01-12 22:30:34.858763353,21.35,6084.0
S000006215,2025-01-12 04:46:00,2025-01-13 10:45:49.286785959,9.22,4576.0
S000006216,2025-01-11 06:36:00,2025-01-11 21:42:24.238721347,6.94,4707.0
S000006217,2025-01-11 13:47:00,2025-01-11 18:10:41.805094088,16.66,5934.0
S000006218,2025-01-11 04:20:00,2025-01-12 11:37:30.681938461,19.47,6206.0
S000006219,2025-01-11 19:06:00,2025-01-13 05:28:33.763632016,9.15,4032.0
S000006220,2025-01-11 11:16:00,2025-01-11 17:07:05.170351773,16.83,5590.0
S000006221,2025-01-11 22:58:00,2025-01-12 23:44:43.422421641,17.29,6199.0
S000006222,2025-01-11 21:12:00,2025-01-12 23:50:58.907544086,7.42,3951.0
S000006223,2025-01-12 03:12:00,2025-01-13 10:55:02.541315820,19.24,6019.0
S000006224,2025-01-11 15:42:00,2025-01-12 17:16:55.254983818,6.4,3648.0
S000006225,2025-01-11 21:59:00,2025-01-13 04:16:30.784193638,14.66,5930.0
S000006226,2025-01-11 22:41:00,2025-01-13 02:10:04.094464844,5.45,4104.0
S000006227,2025-01-11 07:34:00,2025-01-11 23:47:40.443922272,16.82,6105.0
S000006228,2025-01-11 15:32:00,2025-01-11 23:48:39.566327196,11.74,4906.0
S000006229,2025-01-11 17:34:00,2025-01-13 02:11:29.564710168,12.99,5781.0
S000006230,2025-01-11 07:58:00,2025-01-12 18:25:12.890371316,14.5,4435.0
S000006231,2025-01-11 23:52:00,2025-01-12 04:37:38.593783335,29.7,8089.0
S000006232,2025-01-11 06:19:00,2025-01-12 08:51:31.032632572,16.61,5747.0
S000006233,2025-01-11 17:28:00,2025-01-12 00:36:00.430944054,23.99,5439.0
S000006234,2025-01-11 17:45:00,2025-01-12 20:24:48.803178189,9.62,5145.0
S000006235,2025-01-11 10:36:00,2025-01-11 21:26:50.895946010,11.34,5064.0
S000006236,2025-01-11 08:01:00,2025-01-12 19:17:51.278143008,5.38,4035.0
S000006237,2025-01-12 01:57:00,2025-01-13 05:44:18.144096493,16.3,5608.0
S000006238,2025-01-11 22:43:00,2025-01-13 01:11:18.005343956,22.7,6408.0
S000006239,2025-01-12 01:31:00,2025-01-12 12:30:52.471163911,27.88,6374.0
S000006240,2025-01-11 04:45:00,2025-01-11 16:22:36.666845515,20.28,5462.0
S000006241,2025-01-11 23:44:00,2025-01-12 21:30:44.115852396,19.43,6120.0
S000006242,2025-01-11 09:01:00,2025-01-11 18:09:22.361317418,7.0,4239.0
S000006243,2025-01-12 06:25:00,2025-01-12 20:34:38.812390434,3.55,4267.0
S000006244,2025-01-11 11:48:00,2025-01-12 21:05:45.767771231,26.02,6817.0
S000006245,2025-01-11 23:00:00,2025-01-12 17:33:09.281710245,8.28,4610.0
S000006246,2025-01-11 09:52:00,2025-01-12 00:47:28.118879079,5.62,4690.0
S000006247,2025-01-11 23:09:00,2025-01-13 06:35:24.097355106,24.58,6979.0
S000006248,2025-01-11 14:36:00,2025-01-12 15:59:08.290635669,32.98,8315.0
S000006249,2025-01-12 05:17:00,2025-01-12 23:43:02.057730928,17.4,6465.0
S000006250,2025-01-11 19:01:00,2025-01-12 23:39:53.069905690,12.89,4402.0
S000006251,2025-01-11 09:55:00,2025-01-11 20:42:32.547724540,21.46,7320.0
S000006252,2025-01-11 22:30:00,2025-01-12 05:53:23.417353010,7.66,4370.0
S000006253,2025-01-11 09:45:00,2025-01-11 23:00:31.066856830,13.51,5732.0
S000006254,2025-01-11 20:15:00,2025-01-12 10:21:56.123163558,12.01,5322.0
S000006255,2025-01-11 21:03:00,2025-01-13 05:51:30.788226104,31.2,7173.0
S000006256,2025-01-11 19:00:00,2025-01-13 06:00:12.829786905,24.11,5516.0
S000006257,2025-01-11 07:26:00,2025-01-11 13:10:18.083901681,23.43,5598.0
S000006258,2025-01-11 13:03:00,2025-01-12 21:34:37.420943116,6.57,4241.0
S000006259,2025-01-12 02:01:00,2025-01-13 08:28:54.122736333,17.13,4798.0
S000006260,2025-01-12 03:54:00,2025-01-12 13:57:10.552181274,8.33,4654.0
S000006261,2025-01-11 19:55:00,2025-01-12 15:04:42.392438305,25.78,6187.0
S000006262,2025-01-11 11:51:00,2025-01-12 07:21:42.021366454,7.41,4535.0
S000006263,2025-01-12 04:12:00,2025-01-12 14:48:09.239096584,3.66,4177.0
S000006264,2025-01-11 10:49:00,2025-01-12 03:02:30.673365121,21.66,5520.0
S000006265,2025-01-11 08:57:00,2025-01-11 18:06:29.660540169,14.83,5068.0
S000006266,2025-01-12 01:19:00,2025-01-12 23:14:37.679980692,22.94,6691.0
S000006267,2025-01-11 07:08:00,2025-01-11 21:59:42.283418904,4.38,3626.0
S000006268,2025-01-11 13:59:00,2025-01-12 08:45:55.852305448,21.55,6011.0
S000006269,2025-01-11 17:19:00,2025-01-12 13:10:10.550859112,3.97,4151.0
S000006270,2025-01-12 06:05:00,2025-01-13 02:53:35.240983261,2.94,3537.0
S000006271,2025-01-11 07:26:00,2025-01-11 17:19:17.356164900,14.97,5772.0
S000006272,2025-01-11 14:39:00,2025-01-11 19:03:57.277011855,9.09,5125.0
