order_id,order_date,region_id,category_id,qty,promised_hours
O000026395,2025-02-13,7,3,1,24
O000026396,2025-02-13,7,3,3,24
O000026397,2025-02-13,7,3,3,12
O000026398,2025-02-13,7,4,2,24
O000026399,2025-02-13,7,4,1,24
O000026400,2025-02-13,7,4,1,24
O000026401,2025-02-13,7,5,1,24
O000026402,2025-02-13,7,5,1,24
O000026403,2025-02-13,8,1,1,12
O000026404,2025-02-13,8,1,1,24
O000026405,2025-02-13,8,1,6,24
O000026406,2025-02-13,8,2,1,12
O000026407,2025-02-13,8,2,2,24
O000026408,2025-02-13,8,3,1,12
O000026409,2025-02-13,8,3,1,12
O000026410,2025-02-13,8,3,2,24
O000026411,2025-02-13,8,4,1,12
O000026412,2025-02-13,8,5,1,24
O000026413,2025-02-13,9,1,2,36
O000026414,2025-02-13,9,1,3,24
O000026415,2025-02-13,9,1,2,24
O000026416,2025-02-13,9,1,2,12
O000026417,2025-02-13,9,1,2,36
O000026418,2025-02-13,9,1,3,24
O000026419,2025-02-13,9,1,1,24
O000026420,2025-02-13,9,1,1,36
O000026421,2025-02-13,9,1,3,24
O000026422,2025-02-13,9,2,1,24
O000026423,2025-02-13,9,2,1,12
O000026424,2025-02-13,9,2,4,36
O000026425,2025-02-13,9,2,2,36
O000026426,2025-02-13,9,2,1,24
O000026427,2025-02-13,9,2,4,12
O000026428,2025-02-13,9,2,3,24
O000026429,2025-02-13,9,3,1,12
O000026430,2025-02-13,9,3,3,24
O000026431,2025-02-13,9,3,2,24
O000026432,2025-02-13,9,3,4,24
O000026433,2025-02-13,9,3,3,24
O000026434,2025-02-13,9,3,4,24
O000026435,2025-02-13,9,3,2,12
O000026436,2025-02-13,9,3,1,24
O000026437,2025-02-13,9,4,3,24
O000026438,2025-02-13,9,4,3,36
O000026439,2025-02-13,9,4,4,12
O000026440,2025-02-13,9,5,4,24
O000026441,2025-02-13,9,5,2,24
O000026442,2025-02-13,9,5,1,24
O000026443,2025-02-13,10,1,1,24
O000026444,2025-02-13,10,1,3,12
O000026445,2025-02-13,10,1,2,24
O000026446,2025-02-13,10,2,1,24
O000026447,2025-02-13,10,2,4,24
O000026448,2025-02-13,10,2,1,24
O000026449,2025-02-13,10,3,2,12
O000026450,2025-02-13,10,3,3,12
O000026451,2025-02-13,10,3,2,24
O000026452,2025-02-13,10,3,3,24
O000026453,2025-02-13,10,4,2,12
O000026454,2025-02-13,10,4,4,24
O000026455,2025-02-13,10,5,2,24
O000026456,2025-02-13,11,1,4,24
O000026457,2025-02-13,11,1,3,36
O000026458,2025-02-13,11,1,1,24
O000026459,2025-02-13,11,1,4,24
O000026460,2025-02-13,11,1,2,24
O000026461,2025-02-13,11,2,2,24
O000026462,2025-02-13,11,2,2,24
O000026463,2025-02-13,11,2,1,36
O000026464,2025-02-13,11,2,2,24
O000026465,2025-02-13,11,2,3,24
O000026466,2025-02-13,11,2,2,24
O000026467,2025-02-13,11,3,3,24
O000026468,2025-02-13,11,3,3,24
O000026469,2025-02-13,11,3,2,12
O000026470,2025-02-13,11,3,1,24
O000026471,2025-02-13,11,3,1,24
O000026472,2025-02-13,11,4,1,12
O000026473,2025-02-13,11,4,2,24
O000026474,2025-02-13,11,5,3,12
O000026475,2025-02-13,11,5,1,24
O000026476,2025-02-13,12,1,4,24
O000026477,2025-02-13,12,1,1,12
O000026478,2025-02-13,12,1,2,12
O000026479,2025-02-13,12,1,3,12
O000026480,2025-02-13,12,1,1,24
O000026481,2025-02-13,12,1,1,24
O000026482,2025-02-13,12,2,1,12
O000026483,2025-02-13,12,2,2,24
O000026484,2025-02-13,12,2,2,24
O000026485,2025-02-13,12,2,2,24
O000026486,2025-02-13,12,2,3,24
O000026487,2025-02-13,12,2,2,12
O000026488,2025-02-13,12,3,1,24
O000026489,2025-02-13,12,3,1,24
O000026490,2025-02-13,12,3,1,24
O000026491,2025-02-13,12,3,1,24
O000026492,2025-02-13,12,3,1,12
O000026493,2025-02-13,12,3,2,12
O000026494,2025-02-13,12,3,2,24
O000026495,2025-02-13,12,3,1,24
O000026496,2025-02-13,12,4,1,24
O000026497,2025-02-13,12,4,3,24
O000026498,2025-02-13,12,4,2,12
O000026499,2025-02-13,12,5,1,12
O000026500,2025-02-13,12,5,3,24
O000026501,2025-02-13,13,1,2,36
O000026502,2025-02-13,13,1,3,24
O000026503,2025-02-13,13,1,2,24
O000026504,2025-02-13,13,1,1,24
O000026505,2025-02-13,13,1,2,12
O000026506,2025-02-13,13,1,1,24
O000026507,2025-02-13,13,1,1,24
O000026508,2025-02-13,13,1,1,24
O000026509,2025-02-13,13,2,1,24
O000026510,2025-02-13,13,2,2,24
O000026511,2025-02-13,13,2,1,24
O000026512,2025-02-13,13,2,3,12
O000026513,2025-02-13,13,2,3,24
O000026514,2025-02-13,13,2,2,24
O000026515,2025-02-13,13,2,4,24
O000026516,2025-02-13,13,3,4,24
O000026517,2025-02-13,13,3,2,24
O000026518,2025-02-13,13,3,3,24
O000026519,2025-02-13,13,3,4,24
O000026520,2025-02-13,13,3,2,24
O000026521,2025-02-13,13,3,1,24
O000026522,2025-02-13,13,3,1,24
O000026523,2025-02-13,13,3,3,12
O000026524,2025-02-13,13,3,2,24
O000026525,2025-02-13,13,3,1,24
O000026526,2025-02-13,13,4,2,36
O000026527,2025-02-13,13,4,5,24
O000026528,2025-02-13,13,4,5,24
O000026529,2025-02-13,13,5,1,24
O000026530,2025-02-13,13,5,1,24
O000026531,2025-02-13,13,5,2,24
O000026532,2025-02-13,14,1,3,24
O000026533,2025-02-13,14,1,1,12
O000026534,2025-02-13,14,1,2,24
O000026535,2025-02-13,14,1,2,24
O000026536,2025-02-13,14,1,1,24
O000026537,2025-02-13,14,2,1,12
O000026538,2025-02-13,14,2,1,24
O000026539,2025-02-13,14,2,1,24
O000026540,2025-02-13,14,2,2,24
O000026541,2025-02-13,14,2,2,12
O000026542,2025-02-13,14,3,2,12
O000026543,2025-02-13,14,3,2,24
O000026544,2025-02-13,14,3,2,12
O000026545,2025-02-13,14,3,2,24
O000026546,2025-02-13,14,3,2,24
O000026547,2025-02-13,14,4,2,36
O000026548,2025-02-13,14,4,3,24
O000026549,2025-02-13,14,5,3,24
O000026550,2025-02-13,15,1,1,24
O000026551,2025-02-13,15,1,2,12
O000026552,2025-02-13,15,1,1,24
O000026553,2025-02-13,15,1,3,24
O000026554,2025-02-13,15,1,4,12
O000026555,2025-02-13,15,1,1,24
O000026556,2025-02-13,15,1,1,24
O000026557,2025-02-13,15,1,1,24
O000026558,2025-02-13,15,2,1,12
O000026559,2025-02-13,15,2,3,24
O000026560,2025-02-13,15,2,1,24
O000026561,2025-02-13,15,2,3,36
O000026562,2025-02-13,15,2,3,12
O000026563,2025-02-13,15,2,1,36
O000026564,2025-02-13,15,2,5,12
O000026565,2025-02-13,15,3,1,12
O000026566,2025-02-13,15,3,2,36
O000026567,2025-02-13,15,3,2,12
O000026568,2025-02-13,15,3,3,36
O000026569,2025-02-13,15,3,1,24
O000026570,2025-02-13,15,3,2,12
O000026571,2025-02-13,15,3,2,24
O000026572,2025-02-13,15,3,2,24
O000026573,2025-02-13,15,3,4,24
O000026574,2025-02-13,15,4,1,24
O000026575,2025-02-13,15,4,1,24
O000026576,2025-02-13,15,4,1,12
O000026577,2025-02-13,15,5,4,24
O000026578,2025-02-13,15,5,1,24
O000026579,2025-02-13,15,5,3,36
O000026580,2025-02-13,16,1,1,24
O000026581,2025-02-13,16,1,1,24
O000026582,2025-02-13,16,1,2,24
O000026583,2025-02-13,16,1,2,12
O000026584,2025-02-13,16,1,1,24
O000026585,2025-02-13,16,2,1,24
O000026586,2025-02-13,16,2,2,12
O000026587,2025-02-13,16,2,1,24
O000026588,2025-02-13,16,2,4,12
O000026589,2025-02-13,16,3,2,36
O000026590,2025-02-13,16,3,2,12
O000026591,2025-02-13,16,3,1,24
O000026592,2025-02-13,16,3,2,12
O000026593,2025-02-13,16,3,3,24
O000026594,2025-02-13,16,3,4,24
O000026595,2025-02-13,16,4,3,12
O000026596,2025-02-13,16,4,2,24
O000026597,2025-02-13,16,5,2,12
O000026598,2025-02-13,16,5,2,24
O000026599,2025-02-13,17,1,3,24
O000026600,2025-02-13,17,1,3,24
O000026601,2025-02-13,17,1,1,24
O000026602,2025-02-13,17,1,1,24
O000026603,2025-02-13,17,1,3,24
O000026604,2025-02-13,17,1,2,24
O000026605,2025-02-13,17,1,2,24
O000026606,2025-02-13,17,2,1,24
O000026607,2025-02-13,17,2,1,12
O000026608,2025-02-13,17,2,3,12
O000026609,2025-02-13,17,2,3,24
O000026610,2025-02-13,17,2,3,24
O000026611,2025-02-13,17,2,1,24
O000026612,2025-02-13,17,3,1,24
O000026613,2025-02-13,17,3,1,24
O000026614,2025-02-13,17,3,2,12
O000026615,2025-02-13,17,3,2,24
O000026616,2025-02-13,17,3,1,36
O000026617,2025-02-13,17,3,3,24
O000026618,2025-02-13,17,3,1,24
O000026619,2025-02-13,17,3,2,24
O000026620,2025-02-13,17,4,1,36
O000026621,2025-02-13,17,4,1,24
O000026622,2025-02-13,17,4,4,12
O000026623,2025-02-13,17,5,3,24
O000026624,2025-02-13,17,5,1,24
O000026625,2025-02-13,18,1,1,36
O000026626,2025-02-13,18,1,2,36
O000026627,2025-02-13,18,1,1,24
O000026628,2025-02-13,18,1,1,12
O000026629,2025-02-13,18,1,5,24
O000026630,2025-02-13,18,1,2,24
O000026631,2025-02-13,18,1,2,36
O000026632,2025-02-13,18,1,5,24
O000026633,2025-02-13,18,1,3,12
O000026634,2025-02-13,18,1,1,24
O000026635,2025-02-13,18,1,2,24
O000026636,2025-02-13,18,1,2,24
O000026637,2025-02-13,18,1,2,24
O000026638,2025-02-13,18,1,6,24
O000026639,2025-02-13,18,1,1,24
O000026640,2025-02-13,18,1,2,36
O000026641,2025-02-13,18,2,3,24
O000026642,2025-02-13,18,2,1,24
O000026643,2025-02-13,18,2,3,24
O000026644,2025-02-13,18,2,2,24
O000026645,2025-02-13,18,2,3,12
O000026646,2025-02-13,18,2,2,24
O000026647,2025-02-13,18,2,5,12
O000026648,2025-02-13,18,2,1,24
O000026649,2025-02-13,18,2,1,24
O000026650,2025-02-13,18,2,6,24
O000026651,2025-02-13,18,2,4,24
O000026652,2025-02-13,18,2,4,24
O000026653,2025-02-13,18,2,2,24
O000026654,2025-02-13,18,2,2,36
O000026655,2025-02-13,18,3,2,24
O000026656,2025-02-13,18,3,2,24
O000026657,2025-02-13,18,3,4,24
O000026658,2025-02-13,18,3,1,24
O000026659,2025-02-13,18,3,4,24
O000026660,2025-02-13,18,3,2,24
O000026661,2025-02-13,18,3,3,24
O000026662,2025-02-13,18,3,3,24
O000026663,2025-02-13,18,3,3,24
O000026664,2025-02-13,18,3,1,24
O000026665,2025-02-13,18,3,1,24
O000026666,2025-02-13,18,3,1,12
O000026667,2025-02-13,18,3,3,12
O000026668,2025-02-13,18,3,2,12
O000026669,2025-02-13,18,3,1,24
O000026670,2025-02-13,18,3,3,24
O000026671,2025-02-13,18,3,1,24
O000026672,2025-02-13,18,3,2,24
O000026673,2025-02-13,18,3,1,24
O000026674,2025-02-13,18,4,1,12
O000026675,2025-02-13,18,4,3,12
O000026676,2025-02-13,18,4,4,12
O000026677,2025-02-13,18,4,3,24
O000026678,2025-02-13,18,4,2,24
O000026679,2025-02-13,18,4,3,36
O000026680,2025-02-13,18,4,3,24
O000026681,2025-02-13,18,5,1,24
O000026682,2025-02-13,18,5,6,24
O000026683,2025-02-13,18,5,3,12
O000026684,2025-02-13,18,5,1,24
O000026685,2025-02-13,18,5,1,36
O000026686,2025-02-13,19,1,2,36
O000026687,2025-02-13,19,1,1,24
O000026688,2025-02-13,19,1,1,24
O000026689,2025-02-13,19,1,4,24
O000026690,2025-02-13,19,1,3,12
O000026691,2025-02-13,19,1,2,12
O000026692,2025-02-13,19,1,2,12
O000026693,2025-02-13,19,1,1,12
O000026694,2025-02-13,19,2,1,24
O000026695,2025-02-13,19,2,2,24
O000026696,2025-02-13,19,2,1,36
O000026697,2025-02-13,19,2,1,12
O000026698,2025-02-13,19,2,2,24
O000026699,2025-02-13,19,2,2,36
O000026700,2025-02-13,19,3,2,12
O000026701,2025-02-13,19,3,4,24
O000026702,2025-02-13,19,3,2,24
O000026703,2025-02-13,19,3,1,12
O000026704,2025-02-13,19,3,2,12
O000026705,2025-02-13,19,3,1,24
O000026706,2025-02-13,19,3,2,24
O000026707,2025-02-13,19,3,3,12
O000026708,2025-02-13,19,4,1,24
O000026709,2025-02-13,19,4,3,24
O000026710,2025-02-13,19,4,4,12
O000026711,2025-02-13,19,5,2,24
O000026712,2025-02-13,19,5,1,24
O000026713,2025-02-13,19,5,1,24
O000026714,2025-02-13,20,1,1,24
O000026715,2025-02-13,20,1,1,36
O000026716,2025-02-13,20,1,1,24
O000026717,2025-02-13,20,1,3,24
O000026718,2025-02-13,20,1,5,12
O000026719,2025-02-13,20,1,2,12
O000026720,2025-02-13,20,1,1,24
O000026721,2025-02-13,20,2,4,12
O000026722,2025-02-13,20,2,1,24
O000026723,2025-02-13,20,2,4,24
O000026724,2025-02-13,20,2,1,24
O000026725,2025-02-13,20,2,2,24
O000026726,2025-02-13,20,2,4,12
O000026727,2025-02-13,20,3,1,24
O000026728,2025-02-13,20,3,1,24
O000026729,2025-02-13,20,3,1,24
O000026730,2025-02-13,20,3,2,24
O000026731,2025-02-13,20,3,3,24
O000026732,2025-02-13,20,3,1,36
O000026733,2025-02-13,20,3,3,12
O000026734,2025-02-13,20,3,1,24
O000026735,2025-02-13,20,3,1,24
O000026736,2025-02-13,20,4,3,12
O000026737,2025-02-13,20,4,1,24
O000026738,2025-02-13,20,4,3,12
O000026739,2025-02-13,20,5,1,24
O000026740,2025-02-13,20,5,1,24
O000026741,2025-02-13,20,5,4,12
O000026742,2025-02-13,21,1,1,12
O000026743,2025-02-13,21,1,1,24
O000026744,2025-02-13,21,1,5,12
O000026745,2025-02-13,21,1,5,24
O000026746,2025-02-13,21,2,3,12
O000026747,2025-02-13,21,2,3,12
O000026748,2025-02-13,21,2,2,24
O000026749,2025-02-13,21,3,4,24
O000026750,2025-02-13,21,3,1,24
O000026751,2025-02-13,21,3,2,24
O000026752,2025-02-13,21,3,1,24
O000026753,2025-02-13,21,3,1,24
O000026754,2025-02-13,21,4,1,12
O000026755,2025-02-13,21,4,2,36
O000026756,2025-02-13,21,5,4,24
O000026757,2025-02-13,22,1,2,12
O000026758,2025-02-13,22,1,3,24
O000026759,2025-02-13,22,1,2,12
O000026760,2025-02-13,22,1,1,12
O000026761,2025-02-13,22,1,1,24
O000026762,2025-02-13,22,1,1,24
O000026763,2025-02-13,22,1,1,12
O000026764,2025-02-13,22,2,1,24
O000026765,2025-02-13,22,2,2,12
O000026766,2025-02-13,22,2,1,24
O000026767,2025-02-13,22,2,1,24
O000026768,2025-02-13,22,2,1,24
O000026769,2025-02-13,22,2,3,24
O000026770,2025-02-13,22,3,1,36
O000026771,2025-02-13,22,3,1,36
O000026772,2025-02-13,22,3,1,24
O000026773,2025-02-13,22,3,2,24
O000026774,2025-02-13,22,3,3,24
O000026775,2025-02-13,22,3,6,24
O000026776,2025-02-13,22,3,1,24
O000026777,2025-02-13,22,4,3,24
O000026778,2025-02-13,22,4,1,24
O000026779,2025-02-13,22,4,1,24
O000026780,2025-02-13,22,4,2,24
O000026781,2025-02-13,22,5,4,24
O000026782,2025-02-13,22,5,4,24
O000026783,2025-02-13,23,1,1,12
O000026784,2025-02-13,23,1,2,24
O000026785,2025-02-13,23,2,3,24
O000026786,2025-02-13,23,3,1,24
O000026787,2025-02-13,23,3,1,24
O000026788,2025-02-13,23,4,1,24
O000026789,2025-02-13,23,5,1,24
O000026790,2025-02-13,24,1,5,24
O000026791,2025-02-13,24,1,3,12
O000026792,2025-02-13,24,2,1,24
O000026793,2025-02-13,24,3,5,24
O000026794,2025-02-13,24,4,1,24
O000026795,2025-02-13,24,5,3,24
O000026796,2025-02-13,25,1,2,12
O000026797,2025-02-13,25,1,2,24
O000026798,2025-02-13,25,1,6,36
O000026799,2025-02-13,25,1,1,36
O000026800,2025-02-13,25,1,5,24
O000026801,2025-02-13,25,2,4,24
O000026802,2025-02-13,25,2,2,24
O000026803,2025-02-13,25,2,3,24
O000026804,2025-02-13,25,2,1,24
O000026805,2025-02-13,25,2,3,12
O000026806,2025-02-13,25,3,1,24
O000026807,2025-02-13,25,3,1,12
O000026808,2025-02-13,25,3,5,24
O000026809,2025-02-13,25,3,1,12
O000026810,2025-02-13,25,3,1,24
O000026811,2025-02-13,25,3,3,12
O000026812,2025-02-13,25,4,4,24
O000026813,2025-02-13,25,4,2,12
O000026814,2025-02-13,25,5,2,24
O000026815,2025-02-13,25,5,1,36
O000026816,2025-02-14,1,1,1,12
O000026817,2025-02-14,1,1,1,24
O000026818,2025-02-14,1,1,2,36
O000026819,2025-02-14,1,1,2,12
O000026820,2025-02-14,1,1,4,24
O000026821,2025-02-14,1,1,1,24
O000026822,2025-02-14,1,1,2,24
O000026823,2025-02-14,1,1,2,12
O000026824,2025-02-14,1,1,1,24
O000026825,2025-02-14,1,1,1,24
O000026826,2025-02-14,1,1,1,24
O000026827,2025-02-14,1,1,2,12
O000026828,2025-02-14,1,1,4,12
O000026829,2025-02-14,1,2,4,24
O000026830,2025-02-14,1,2,3,24
O000026831,2025-02-14,1,2,1,12
O000026832,2025-02-14,1,2,4,24
O000026833,2025-02-14,1,2,2,24
O000026834,2025-02-14,1,2,3,12
O000026835,2025-02-14,1,2,1,12
O000026836,2025-02-14,1,2,2,12
O000026837,2025-02-14,1,2,1,24
O000026838,2025-02-14,1,2,4,24
O000026839,2025-02-14,1,2,2,24
O000026840,2025-02-14,1,3,2,24
O000026841,2025-02-14,1,3,2,24
O000026842,2025-02-14,1,3,1,24
O000026843,2025-02-14,1,3,3,24
O000026844,2025-02-14,1,3,1,12
O000026845,2025-02-14,1,3,2,24
O000026846,2025-02-14,1,3,1,36
O000026847,2025-02-14,1,3,1,24
O000026848,2025-02-14,1,3,1,12
O000026849,2025-02-14,1,3,2,24
O000026850,2025-02-14,1,3,2,24
O000026851,2025-02-14,1,3,4,24
O000026852,2025-02-14,1,3,1,24
O000026853,2025-02-14,1,3,2,24
O000026854,2025-02-14,1,3,2,12
O000026855,2025-02-14,1,3,2,24
O000026856,2025-02-14,1,3,1,24
O000026857,2025-02-14,1,4,3,24
O000026858,2025-02-14,1,4,1,24
O000026859,2025-02-14,1,4,2,12
O000026860,2025-02-14,1,4,2,24
O000026861,2025-02-14,1,4,1,12
O000026862,2025-02-14,1,4,2,12
O000026863,2025-02-14,1,5,1,24
O000026864,2025-02-14,1,5,1,36
O000026865,2025-02-14,1,5,1,24
O000026866,2025-02-14,1,5,2,12
O000026867,2025-02-14,1,5,1,24
O000026868,2025-02-14,2,1,2,36
O000026869,2025-02-14,2,1,1,24
O000026870,2025-02-14,2,1,1,12
O000026871,2025-02-14,2,1,1,24
O000026872,2025-02-14,2,1,1,24
O000026873,2025-02-14,2,1,3,24
O000026874,2025-02-14,2,1,5,24
O000026875,2025-02-14,2,1,6,12
O000026876,2025-02-14,2,1,1,24
O000026877,2025-02-14,2,2,3,24
O000026878,2025-02-14,2,2,2,12
O000026879,2025-02-14,2,2,1,24
O000026880,2025-02-14,2,2,2,24
O000026881,2025-02-14,2,2,3,24
O000026882,2025-02-14,2,2,5,12
O000026883,2025-02-14,2,2,3,12
O000026884,2025-02-14,2,3,2,24
O000026885,2025-02-14,2,3,3,12
O000026886,2025-02-14,2,3,3,24
O000026887,2025-02-14,2,3,2,24
O000026888,2025-02-14,2,3,3,12
O000026889,2025-02-14,2,3,2,12
O000026890,2025-02-14,2,3,2,36
O000026891,2025-02-14,2,3,4,12
O000026892,2025-02-14,2,3,4,24
O000026893,2025-02-14,2,3,3,24
O000026894,2025-02-14,2,4,2,36
O000026895,2025-02-14,2,4,5,12
O000026896,2025-02-14,2,4,3,24
O000026897,2025-02-14,2,5,5,36
O000026898,2025-02-14,2,5,2,24
O000026899,2025-02-14,3,1,3,24
O000026900,2025-02-14,3,1,1,24
O000026901,2025-02-14,3,1,2,12
O000026902,2025-02-14,3,1,1,24
O000026903,2025-02-14,3,2,2,12
O000026904,2025-02-14,3,2,2,12
O000026905,2025-02-14,3,2,3,12
O000026906,2025-02-14,3,2,3,36
O000026907,2025-02-14,3,3,4,24
O000026908,2025-02-14,3,3,1,24
O000026909,2025-02-14,3,3,1,24
O000026910,2025-02-14,3,3,2,24
O000026911,2025-02-14,3,3,1,24
O000026912,2025-02-14,3,4,1,24
O000026913,2025-02-14,3,4,3,24
O000026914,2025-02-14,3,5,1,24
O000026915,2025-02-14,4,1,2,24
O000026916,2025-02-14,4,1,5,24
O000026917,2025-02-14,4,1,1,12
O000026918,2025-02-14,4,1,3,24
O000026919,2025-02-14,4,1,4,24
O000026920,2025-02-14,4,1,2,24
O000026921,2025-02-14,4,1,1,24
O000026922,2025-02-14,4,1,1,24
O000026923,2025-02-14,4,1,1,12
O000026924,2025-02-14,4,1,4,24
O000026925,2025-02-14,4,1,1,12
O000026926,2025-02-14,4,1,2,24
O000026927,2025-02-14,4,2,5,24
O000026928,2025-02-14,4,2,3,24
O000026929,2025-02-14,4,2,2,24
O000026930,2025-02-14,4,2,2,24
O000026931,2025-02-14,4,2,3,24
O000026932,2025-02-14,4,2,4,24
O000026933,2025-02-14,4,2,2,24
O000026934,2025-02-14,4,2,1,24
O000026935,2025-02-14,4,2,3,12
O000026936,2025-02-14,4,2,1,36
O000026937,2025-02-14,4,2,2,24
O000026938,2025-02-14,4,3,5,12
O000026939,2025-02-14,4,3,2,24
O000026940,2025-02-14,4,3,3,24
O000026941,2025-02-14,4,3,1,24
O000026942,2025-02-14,4,3,2,12
O000026943,2025-02-14,4,3,5,12
O000026944,2025-02-14,4,3,2,24
O000026945,2025-02-14,4,3,1,12
O000026946,2025-02-14,4,3,2,24
O000026947,2025-02-14,4,3,1,24
O000026948,2025-02-14,4,3,1,36
O000026949,2025-02-14,4,3,1,24
O000026950,2025-02-14,4,3,3,24
O000026951,2025-02-14,4,3,4,12
O000026952,2025-02-14,4,4,2,24
O000026953,2025-02-14,4,4,3,24
O000026954,2025-02-14,4,4,1,24
O000026955,2025-02-14,4,4,1,24
O000026956,2025-02-14,4,4,1,24
O000026957,2025-02-14,4,4,1,36
O000026958,2025-02-14,4,5,1,12
O000026959,2025-02-14,4,5,2,24
O000026960,2025-02-14,4,5,1,12
O000026961,2025-02-14,4,5,2,24
O000026962,2025-02-14,5,1,1,24
O000026963,2025-02-14,5,1,4,24
O000026964,2025-02-14,5,1,2,36
O000026965,2025-02-14,5,1,1,24
O000026966,2025-02-14,5,1,2,12
O000026967,2025-02-14,5,1,3,24
O000026968,2025-02-14,5,1,1,24
O000026969,2025-02-14,5,1,4,12
O000026970,2025-02-14,5,1,1,12
O000026971,2025-02-14,5,1,1,24
O000026972,2025-02-14,5,1,2,24
O000026973,2025-02-14,5,2,1,12
O000026974,2025-02-14,5,2,1,12
O000026975,2025-02-14,5,2,1,24
O000026976,2025-02-14,5,2,3,12
O000026977,2025-02-14,5,2,4,12
O000026978,2025-02-14,5,2,1,24
O000026979,2025-02-14,5,2,4,24
O000026980,2025-02-14,5,2,2,12
O000026981,2025-02-14,5,2,2,12
O000026982,2025-02-14,5,3,1,24
O000026983,2025-02-14,5,3,1,12
O000026984,2025-02-14,5,3,1,24
O000026985,2025-02-14,5,3,2,24
O000026986,2025-02-14,5,3,3,24
O000026987,2025-02-14,5,3,1,24
O000026988,2025-02-14,5,3,3,24
O000026989,2025-02-14,5,3,1,24
O000026990,2025-02-14,5,3,3,24
O000026991,2025-02-14,5,3,1,24
O000026992,2025-02-14,5,3,1,36
O000026993,2025-02-14,5,3,1,36
O000026994,2025-02-14,5,4,1,24
O000026995,2025-02-14,5,4,3,24
O000026996,2025-02-14,5,4,3,12
O000026997,2025-02-14,5,4,2,12
O000026998,2025-02-14,5,5,1,12
O000026999,2025-02-14,5,5,2,24
O000027000,2025-02-14,5,5,3,24
O000027001,2025-02-14,6,1,4,24
O000027002,2025-02-14,6,1,4,24
O000027003,2025-02-14,6,1,3,24
O000027004,2025-02-14,6,1,1,24
O000027005,2025-02-14,6,1,1,24
O000027006,2025-02-14,6,1,2,12
O000027007,2025-02-14,6,2,1,24
O000027008,2025-02-14,6,2,1,36
O000027009,2025-02-14,6,2,1,24
O000027010,2025-02-14,6,2,1,24
O000027011,2025-02-14,6,2,4,24
O000027012,2025-02-14,6,3,2,24
O000027013,2025-02-14,6,3,1,24
O000027014,2025-02-14,6,3,1,24
O000027015,2025-02-14,6,3,2,24
O000027016,2025-02-14,6,3,1,12
O000027017,2025-02-14,6,3,2,24
O000027018,2025-02-14,6,4,1,24
O000027019,2025-02-14,6,4,1,12
O000027020,2025-02-14,6,5,6,12
O000027021,2025-02-14,6,5,2,24
O000027022,2025-02-14,7,1,2,24
O000027023,2025-02-14,7,1,3,24
O000027024,2025-02-14,7,1,2,24
O000027025,2025-02-14,7,1,1,12
O000027026,2025-02-14,7,1,2,12
O000027027,2025-02-14,7,1,5,24
O000027028,2025-02-14,7,1,5,24
O000027029,2025-02-14,7,2,1,24
O000027030,2025-02-14,7,2,4,36
O000027031,2025-02-14,7,2,2,24
O000027032,2025-02-14,7,2,1,12
O000027033,2025-02-14,7,2,1,24
O000027034,2025-02-14,7,2,2,24
O000027035,2025-02-14,7,2,5,24
O000027036,2025-02-14,7,3,2,24
O000027037,2025-02-14,7,3,1,24
O000027038,2025-02-14,7,3,1,24
O000027039,2025-02-14,7,3,1,24
O000027040,2025-02-14,7,3,1,12
O000027041,2025-02-14,7,3,3,24
O000027042,2025-02-14,7,3,1,24
O000027043,2025-02-14,7,3,2,24
O000027044,2025-02-14,7,4,4,24
O000027045,2025-02-14,7,4,1,12
O000027046,2025-02-14,7,4,3,24
O000027047,2025-02-14,7,5,1,12
O000027048,2025-02-14,7,5,2,24
O000027049,2025-02-14,8,1,1,12
O000027050,2025-02-14,8,1,3,12
O000027051,2025-02-14,8,1,4,36
O000027052,2025-02-14,8,2,3,24
O000027053,2025-02-14,8,2,2,24
O000027054,2025-02-14,8,3,2,24
O000027055,2025-02-14,8,3,4,24
O000027056,2025-02-14,8,3,1,24
O000027057,2025-02-14,8,3,1,12
O000027058,2025-02-14,8,4,2,24
O000027059,2025-02-14,8,5,1,24
O000027060,2025-02-14,9,1,3,24
O000027061,2025-02-14,9,1,1,24
O000027062,2025-02-14,9,1,1,24
O000027063,2025-02-14,9,1,1,12
O000027064,2025-02-14,9,1,3,12
O000027065,2025-02-14,9,1,1,24
O000027066,2025-02-14,9,1,3,24
O000027067,2025-02-14,9,1,3,24
O000027068,2025-02-14,9,1,1,24
O000027069,2025-02-14,9,2,2,24
O000027070,2025-02-14,9,2,3,24
O000027071,2025-02-14,9,2,3,12
O000027072,2025-02-14,9,2,3,36
O000027073,2025-02-14,9,2,2,36
O000027074,2025-02-14,9,2,1,12
O000027075,2025-02-14,9,2,4,24
O000027076,2025-02-14,9,3,1,12
O000027077,2025-02-14,9,3,2,24
O000027078,2025-02-14,9,3,2,24
O000027079,2025-02-14,9,3,1,24
O000027080,2025-02-14,9,3,1,36
O000027081,2025-02-14,9,3,4,24
O000027082,2025-02-14,9,3,4,12
O000027083,2025-02-14,9,3,4,24
O000027084,2025-02-14,9,3,1,12
O000027085,2025-02-14,9,3,3,24
O000027086,2025-02-14,9,4,3,24
O000027087,2025-02-14,9,4,3,12
O000027088,2025-02-14,9,4,1,24
O000027089,2025-02-14,9,4,1,12
O000027090,2025-02-14,9,5,1,12
O000027091,2025-02-14,9,5,2,12
O000027092,2025-02-14,9,5,5,24
