order_id,line_no,pick_seconds,pack_seconds,cycle_time_seconds
O000042806,1,29,18,47
O000042806,2,36,14,50
O000042807,1,21,23,44
O000042807,2,34,25,59
O000042807,3,44,14,58
O000042808,1,78,67,145
O000042809,1,34,27,61
O000042809,2,35,28,63
O000042810,1,41,29,70
O000042810,2,22,21,43
O000042810,3,37,16,53
O000042811,1,99,85,184
O000042811,2,33,12,45
O000042812,1,141,78,219
O000042812,2,39,29,68
O000042812,3,37,16,53
O000042813,1,19,12,31
O000042813,2,93,65,158
O000042813,3,36,28,64
O000042814,1,18,26,44
O000042814,2,26,19,45
O000042815,1,21,25,46
O000042815,2,27,29,56
O000042816,1,38,28,66
O000042816,2,39,27,66
O000042816,3,36,18,54
O000042817,1,43,56,99
O000042817,2,38,17,55
O000042817,3,38,21,59
O000042818,1,38,50,88
O000042819,1,33,14,47
O000042819,2,32,13,45
O000042819,3,35,28,63
O000042820,1,73,55,128
O000042821,1,40,36,76
O000042822,1,25,15,40
O000042822,2,40,24,64
O000042822,3,32,14,46
O000042823,1,40,19,59
O000042823,2,25,26,51
O000042824,1,43,24,67
O000042825,1,30,20,50
O000042825,2,31,28,59
O000042825,3,26,29,55
O000042826,1,39,26,65
O000042826,2,37,25,62
O000042827,1,124,43,167
O000042828,1,29,28,57
O000042828,2,40,22,62
O000042828,3,30,21,51
O000042829,1,79,50,129
O000042829,2,45,25,70
O000042829,3,25,26,51
O000042830,1,47,26,73
O000042831,1,34,13,47
O000042831,2,39,30,69
O000042832,1,22,15,37
O000042832,2,40,17,57
O000042833,1,44,18,62
O000042833,2,32,23,55
O000042834,1,88,45,133
O000042835,1,22,26,48
O000042835,2,33,19,52
O000042836,1,42,28,70
O000042836,2,61,27,88
O000042837,1,242,111,353
O000042838,1,36,21,57
O000042838,2,25,18,43
O000042838,3,42,19,61
O000042839,1,28,23,51
O000042839,2,19,21,40
O000042839,3,24,17,41
O000042840,1,40,22,62
O000042840,2,37,24,61
O000042841,1,72,37,109
O000042841,2,20,12,32
O000042841,3,39,27,66
O000042842,1,69,38,107
O000042843,1,43,35,78
O000042844,1,30,21,51
O000042844,2,27,16,43
O000042844,3,37,28,65
O000042845,1,117,69,186
O000042846,1,109,76,185
O000042846,2,43,18,61
O000042847,1,30,23,53
O000042847,2,42,27,69
O000042847,3,27,28,55
O000042848,1,27,16,43
O000042848,2,22,24,46
O000042848,3,38,16,54
O000042849,1,152,51,203
O000042850,1,65,42,107
O000042851,1,43,13,56
O000042851,2,28,23,51
O000042851,3,36,27,63
O000042852,1,83,47,130
O000042852,2,32,27,59
O000042852,3,42,29,71
O000042853,1,39,16,55
O000042853,2,28,14,42
O000042853,3,30,16,46
O000042854,1,106,85,191
O000042854,2,42,13,55
O000042854,3,45,14,59
O000042855,1,22,20,42
O000042855,2,35,13,48
O000042855,3,42,25,67
O000042856,1,25,14,39
O000042856,2,32,17,49
O000042856,3,37,21,58
O000042857,1,31,29,60
O000042858,1,23,23,46
O000042858,2,23,23,46
O000042859,1,34,20,54
O000042859,2,45,28,73
O000042860,1,21,25,46
O000042860,2,31,12,43
O000042860,3,20,25,45
O000042861,1,38,14,52
O000042861,2,40,25,65
O000042861,3,37,14,51
O000042862,1,36,18,54
O000042862,2,40,19,59
O000042863,1,75,56,131
O000042863,2,34,23,57
O000042863,3,37,14,51
O000042864,1,21,23,44
O000042865,1,27,24,51
O000042865,2,36,23,59
O000042866,1,40,18,58
O000042866,2,24,12,36
O000042867,1,27,18,45
O000042868,1,120,51,171
O000042869,1,43,19,62
O000042870,1,56,39,95
O000042871,1,22,19,41
O000042871,2,42,13,55
O000042871,3,29,17,46
O000042872,1,41,22,63
O000042872,2,20,24,44
O000042873,1,44,24,68
O000042873,2,44,24,68
O000042873,3,26,26,52
O000042874,1,19,23,42
O000042874,2,29,25,54
O000042874,3,24,19,43
O000042875,1,39,27,66
O000042876,1,19,17,36
O000042876,2,21,20,41
O000042877,1,72,49,121
O000042878,1,40,23,63
O000042878,2,19,28,47
O000042878,3,25,18,43
O000042879,1,34,21,55
O000042879,2,26,20,46
O000042879,3,36,28,64
O000042880,1,69,31,100
O000042880,2,32,16,48
O000042880,3,39,21,60
O000042881,1,20,23,43
O000042881,2,21,13,34
O000042881,3,22,26,48
O000042882,1,44,29,73
O000042882,2,25,28,53
O000042883,1,86,52,138
O000042884,1,25,22,47
O000042884,2,38,26,64
O000042884,3,25,14,39
O000042885,1,33,18,51
O000042885,2,21,18,39
O000042885,3,40,24,64
O000042886,1,88,40,128
O000042886,2,28,18,46
O000042886,3,21,19,40
O000042887,1,82,76,158
O000042887,2,22,29,51
O000042888,1,42,21,63
O000042888,2,88,34,122
O000042888,3,52,54,106
O000042889,1,39,23,62
O000042889,2,39,29,68
O000042890,1,39,18,57
O000042890,2,20,27,47
O000042891,1,41,19,60
O000042891,2,30,30,60
O000042892,1,40,22,62
O000042892,2,27,27,54
O000042893,1,86,56,142
O000042893,2,24,30,54
O000042894,1,23,22,45
O000042895,1,18,20,38
O000042895,2,26,25,51
O000042896,1,59,58,117
O000042897,1,39,30,69
O000042897,2,20,18,38
O000042897,3,24,16,40
O000042898,1,34,14,48
O000042899,1,39,20,59
O000042899,2,37,28,65
O000042900,1,39,19,58
O000042901,1,39,23,62
O000042901,2,22,23,45
O000042901,3,26,26,52
O000042902,1,42,29,71
O000042902,2,38,21,59
O000042902,3,44,14,58
O000042903,1,88,47,135
O000042903,2,18,24,42
O000042903,3,34,12,46
O000042904,1,40,14,54
O000042904,2,36,13,49
O000042905,1,20,29,49
O000042905,2,36,19,55
O000042906,1,31,23,54
O000042906,2,33,24,57
O000042907,1,39,27,66
O000042907,2,23,25,48
O000042907,3,28,24,52
O000042908,1,19,22,41
O000042908,2,33,17,50
O000042908,3,20,14,34
O000042909,1,25,17,42
O000042910,1,77,47,124
O000042911,1,63,59,122
O000042912,1,27,15,42
O000042913,1,77,49,126
O000042914,1,39,20,59
O000042914,2,38,14,52
O000042915,1,68,42,110
O000042915,2,37,14,51
O000042916,1,72,49,121
O000042917,1,33,23,56
O000042918,1,57,35,92
O000042918,2,63,61,124
O000042919,1,81,56,137
O000042920,1,63,29,92
O000042921,1,78,24,102
O000042922,1,31,28,59
O000042922,2,35,23,58
O000042922,3,44,17,61
O000042923,1,62,46,108
O000042924,1,26,22,48
O000042924,2,25,12,37
O000042924,3,42,20,62
O000042925,1,43,45,88
O000042926,1,41,19,60
O000042926,2,21,13,34
O000042927,1,45,12,57
O000042927,2,22,20,42
O000042927,3,19,21,40
O000042928,1,43,30,73
O000042928,2,43,18,61
O000042928,3,30,27,57
O000042929,1,35,15,50
O000042929,2,23,29,52
O000042929,3,44,19,63
O000042930,1,41,16,57
O000042930,2,42,13,55
O000042931,1,82,24,106
O000042931,2,33,22,55
O000042931,3,27,15,42
O000042932,1,45,27,72
O000042932,2,29,25,54
O000042932,3,44,29,73
O000042933,1,24,27,51
O000042933,2,34,26,60
O000042933,3,33,24,57
O000042934,1,25,28,53
O000042935,1,25,30,55
O000042935,2,117,75,192
O000042936,1,27,13,40
O000042936,2,36,22,58
O000042936,3,32,29,61
O000042937,1,23,13,36
O000042937,2,26,13,39
O000042938,1,53,50,103
O000042938,2,25,15,40
O000042939,1,21,20,41
O000042939,2,18,14,32
O000042939,3,40,20,60
O000042940,1,50,39,89
O000042940,2,42,13,55
O000042941,1,19,17,36
O000042941,2,39,14,53
O000042941,3,26,17,43
O000042942,1,36,12,48
O000042942,2,37,17,54
O000042942,3,24,13,37
O000042943,1,47,26,73
O000042944,1,41,16,57
O000042944,2,24,17,41
O000042945,1,21,18,39
O000042946,1,73,57,130
O000042947,1,24,26,50
O000042947,2,38,26,64
O000042948,1,30,27,57
O000042948,2,28,26,54
O000042948,3,20,26,46
O000042949,1,26,14,40
O000042949,2,25,15,40
O000042950,1,38,17,55
O000042950,2,32,13,45
O000042950,3,43,21,64
O000042951,1,40,45,85
O000042951,2,32,20,52
O000042951,3,24,15,39
O000042952,1,30,22,52
O000042952,2,23,17,40
O000042953,1,26,15,41
O000042953,2,73,56,129
O000042954,1,40,25,65
O000042955,1,33,16,49
O000042955,2,27,22,49
O000042956,1,28,23,51
O000042957,1,128,70,198
O000042958,1,33,19,52
O000042958,2,40,27,67
O000042959,1,44,28,72
O000042959,2,23,13,36
O000042959,3,43,18,61
O000042960,1,67,30,97
O000042960,2,28,12,40
O000042961,1,23,18,41
O000042961,2,36,19,55
O000042961,3,36,22,58
O000042962,1,42,23,65
O000042962,2,27,27,54
O000042962,3,33,24,57
O000042963,1,35,27,62
O000042963,2,39,26,65
O000042963,3,41,29,70
O000042964,1,76,56,132
O000042965,1,26,21,47
O000042965,2,32,23,55
O000042966,1,32,14,46
O000042966,2,44,13,57
O000042967,1,32,20,52
O000042967,2,19,21,40
O000042968,1,153,63,216
O000042968,2,86,61,147
O000042969,1,64,51,115
O000042969,2,38,20,58
O000042969,3,44,27,71
O000042970,1,40,26,66
O000042970,2,25,26,51
O000042971,1,24,26,50
O000042971,2,44,21,65
O000042972,1,95,82,177
O000042973,1,22,17,39
O000042973,2,42,14,56
O000042973,3,30,25,55
O000042974,1,39,46,85
O000042975,1,34,16,50
O000042975,2,28,19,47
O000042976,1,60,26,86
O000042977,1,34,16,50
O000042977,2,45,14,59
O000042978,1,21,14,35
O000042979,1,24,17,41
O000042979,2,41,24,65
O000042980,1,22,24,46
O000042980,2,44,23,67
O000042980,3,27,13,40
O000042981,1,35,15,50
O000042981,2,23,19,42
O000042981,3,27,25,52
O000042982,1,33,20,53
O000042982,2,44,29,73
O000042982,3,28,28,56
O000042983,1,42,19,61
O000042984,1,71,44,115
O000042985,1,19,18,37
O000042985,2,41,29,70
O000042986,1,37,21,58
O000042987,1,21,27,48
O000042987,2,19,14,33
O000042987,3,40,29,69
O000042988,1,113,93,206
O000042989,1,62,57,119
O000042990,1,82,38,120
O000042990,2,33,20,53
O000042991,1,42,26,68
O000042992,1,19,14,33
O000042993,1,29,14,43
O000042993,2,23,26,49
O000042993,3,29,26,55
O000042994,1,77,29,106
O000042995,1,126,88,214
O000042995,2,22,16,38
O000042995,3,27,27,54
O000042996,1,30,18,48
O000042996,2,25,16,41
O000042996,3,23,22,45
O000042997,1,80,51,131
O000042998,1,41,20,61
O000042998,2,38,26,64
O000042999,1,43,27,70
O000042999,2,39,24,63
O000042999,3,26,23,49
O000043000,1,35,21,56
O000043000,2,30,15,45
O000043000,3,24,25,49
O000043001,1,21,12,33
O000043001,2,34,23,57
O000043002,1,19,23,42
O000043002,2,40,17,57
O000043002,3,36,23,59
O000043003,1,71,30,101
O000043003,2,33,22,55
O000043003,3,35,20,55
O000043004,1,43,18,61
O000043004,2,33,21,54
O000043005,1,25,18,43
O000043005,2,38,24,62
O000043005,3,27,12,39
O000043006,1,41,25,66
O000043006,2,30,29,59
O000043007,1,25,28,53
O000043007,2,40,31,71
O000043008,1,81,50,131
O000043009,1,64,37,101
O000043009,2,20,24,44
O000043009,3,44,24,68
O000043010,1,34,23,57
O000043010,2,39,29,68
O000043010,3,20,27,47
O000043011,1,29,21,50
O000043011,2,28,12,40
O000043012,1,36,19,55
O000043012,2,31,28,59
O000043013,1,25,21,46
O000043013,2,38,30,68
O000043013,3,37,14,51
O000043014,1,29,13,42
O000043014,2,42,29,71
O000043014,3,22,14,36
O000043015,1,32,15,47
O000043016,1,123,42,165
O000043017,1,74,58,132
O000043018,1,64,44,108
O000043019,1,21,15,36
O000043020,1,19,22,41
O000043020,2,36,22,58
O000043021,1,30,16,46
O000043021,2,29,20,49
O000043022,1,29,12,41
O000043022,2,23,15,38
O000043022,3,33,26,59
O000043023,1,28,15,43
O000043023,2,20,17,37
O000043024,1,43,30,73
O000043024,2,31,20,51
O000043025,1,25,17,42
O000043025,2,37,18,55
O000043026,1,41,15,56
O000043026,2,26,30,56
O000043027,1,43,29,72
O000043027,2,34,27,61
O000043027,3,25,15,40
O000043028,1,37,25,62
O000043029,1,104,36,140
O000043030,1,86,51,137
O000043031,1,251,168,419
O000043032,1,171,76,247
O000043032,2,35,20,55
O000043032,3,24,20,44
O000043033,1,38,23,61
O000043033,2,40,14,54
O000043033,3,45,16,61
O000043034,1,24,17,41
O000043034,2,33,27,60
O000043034,3,44,17,61
O000043035,1,75,60,135
O000043036,1,27,12,39
O000043036,2,19,20,39
O000043036,3,44,21,65
O000043037,1,141,89,230
O000043037,2,40,22,62
O000043037,3,20,15,35
O000043038,1,34,23,57
O000043038,2,86,35,121
O000043039,1,35,27,62
O000043039,2,28,22,50
O000043039,3,26,13,39
O000043040,1,21,19,40
O000043040,2,18,22,40
O000043041,1,27,15,42
O000043041,2,33,24,57
O000043042,1,42,16,58
O000043043,1,45,25,70
O000043043,2,21,18,39
O000043044,1,26,23,49
O000043044,2,19,26,45
O000043044,3,27,23,50
O000043045,1,36,20,56
O000043046,1,29,13,42
O000043047,1,80,33,113
O000043047,2,40,37,77
O000043047,3,35,23,58
O000043048,1,45,15,60
O000043048,2,23,17,40
O000043049,1,44,16,60
O000043049,2,39,21,60
O000043049,3,27,27,54
O000043050,1,29,23,52
O000043051,1,42,30,72
O000043051,2,73,53,126
O000043052,1,33,30,63
O000043052,2,46,57,103
O000043053,1,129,56,185
O000043054,1,44,21,65
O000043054,2,44,18,62
O000043055,1,39,14,53
O000043055,2,22,14,36
O000043056,1,56,44,100
O000043057,1,69,43,112
O000043057,2,91,67,158
O000043057,3,42,17,59
O000043058,1,37,17,54
O000043058,2,25,27,52
O000043059,1,83,48,131
O000043059,2,37,28,65
O000043059,3,40,19,59
O000043060,1,35,22,57
O000043060,2,44,18,62
O000043060,3,41,23,64
O000043061,1,87,45,132
O000043061,2,43,30,73
O000043061,3,35,15,50
O000043062,1,41,12,53
O000043062,2,56,43,99
O000043063,1,21,19,40
O000043063,2,31,18,49
O000043064,1,43,57,100
O000043064,2,24,28,52
O000043065,1,34,18,52
O000043065,2,25,25,50
O000043066,1,18,17,35
O000043067,1,52,50,102
O000043068,1,33,18,51
O000043068,2,31,15,46
O000043068,3,26,15,41
O000043069,1,37,22,59
O000043069,2,25,18,43
O000043069,3,37,20,57
O000043070,1,24,19,43
O000043070,2,20,16,36
O000043070,3,28,27,55
O000043071,1,82,34,116
O000043072,1,38,23,61
O000043072,2,37,12,49
O000043072,3,20,17,37
O000043073,1,91,75,166
O000043074,1,36,22,58
O000043074,2,36,17,53
O000043074,3,29,19,48
O000043075,1,43,30,73
O000043076,1,44,26,70
O000043076,2,22,15,37
O000043077,1,24,22,46
O000043078,1,89,44,133
O000043079,1,40,18,58
O000043080,1,121,145,266
O000043081,1,127,52,179
O000043082,1,35,12,47
O000043082,2,33,21,54
O000043083,1,38,30,68
O000043083,2,24,19,43
O000043084,1,29,24,53
O000043084,2,29,18,47
O000043084,3,29,12,41
O000043085,1,41,37,78
O000043085,2,29,21,50
O000043085,3,22,27,49
O000043086,1,35,20,55
O000043087,1,42,20,62
O000043088,1,114,64,178
O000043089,1,60,27,87
O000043089,2,31,26,57
O000043089,3,34,24,58
O000043090,1,44,26,70
O000043090,2,44,17,61
O000043090,3,37,24,61
O000043091,1,30,30,60
O000043091,2,24,30,54
O000043092,1,45,47,92
O000043093,1,73,78,151
O000043093,2,56,54,110
O000043094,1,39,54,93
O000043095,1,37,27,64
O000043095,2,22,30,52
O000043096,1,80,36,116
O000043096,2,52,56,108
O000043097,1,41,13,54
O000043097,2,18,16,34
O000043098,1,62,70,132
O000043098,2,39,29,68
O000043099,1,35,20,55
O000043099,2,22,29,51
O000043100,1,85,60,145
O000043100,2,36,14,50
O000043100,3,32,25,57
O000043101,1,38,14,52
O000043102,1,70,58,128
O000043103,1,18,25,43
O000043103,2,42,12,54
O000043104,1,41,25,66
O000043104,2,34,19,53
O000043105,1,32,27,59
O000043105,2,40,12,52
O000043105,3,22,22,44
O000043106,1,43,12,55
O000043107,1,43,22,65
O000043107,2,30,24,54
O000043107,3,34,13,47
O000043108,1,108,82,190
O000043108,2,39,24,63
O000043108,3,40,17,57
O000043109,1,37,18,55
O000043109,2,40,14,54
O000043109,3,26,23,49
O000043110,1,31,19,50
O000043110,2,42,15,57
O000043110,3,37,15,52
O000043111,1,39,17,56
O000043111,2,30,19,49
O000043111,3,32,27,59
O000043112,1,22,22,44
O000043112,2,36,28,64
O000043113,1,34,28,62
O000043114,1,133,59,192
O000043114,2,63,46,109
O000043115,1,62,54,116
O000043116,1,96,89,185
O000043116,2,42,21,63
O000043116,3,33,14,47
O000043117,1,31,17,48
O000043117,2,77,39,116
O000043118,1,45,17,62
O000043118,2,37,18,55
O000043119,1,21,23,44
O000043119,2,21,20,41
O000043120,1,66,54,120
O000043120,2,36,27,63
O000043121,1,27,26,53
O000043122,1,92,61,153
O000043123,1,140,57,197
O000043123,2,22,18,40
O000043123,3,32,19,51
O000043124,1,213,137,350
O000043124,2,31,24,55
O000043124,3,22,22,44
O000043125,1,32,13,45
O000043125,2,62,46,108
O000043126,1,40,29,69
O000043126,2,32,26,58
O000043126,3,28,17,45
O000043127,1,98,56,154
O000043127,2,23,22,45
O000043127,3,26,29,55
O000043128,1,136,144,280
O000043129,1,35,21,56
O000043129,2,34,28,62
O000043129,3,21,22,43
O000043130,1,42,13,55
O000043130,2,50,55,105
O000043131,1,83,56,139
O000043131,2,27,19,46
O000043132,1,96,70,166
O000043132,2,31,18,49
O000043133,1,36,15,51
O000043133,2,50,37,87
O000043134,1,71,45,116
O000043135,1,30,26,56
O000043135,2,38,19,57
O000043136,1,33,22,55
O000043136,2,39,25,64
O000043136,3,42,25,67
O000043137,1,29,21,50
O000043138,1,23,14,37
O000043138,2,40,49,89
O000043138,3,27,23,50
O000043139,1,34,20,54
O000043139,2,37,29,66
O000043140,1,35,27,62
O000043140,2,23,29,52
O000043140,3,31,28,59
O000043141,1,39,27,66
O000043142,1,157,76,233
O000043143,1,34,14,48
O000043143,2,22,24,46
O000043143,3,30,27,57
O000043144,1,36,52,88
O000043145,1,36,15,51
O000043146,1,28,15,43
O000043146,2,23,25,48
O000043147,1,24,29,53
O000043147,2,18,20,38
O000043147,3,41,19,60
O000043148,1,18,16,34
O000043148,2,28,26,54
O000043149,1,35,29,64
O000043149,2,40,13,53
O000043149,3,44,20,64
O000043150,1,51,43,94
O000043151,1,54,76,130
O000043152,1,152,103,255
O000043153,1,32,30,62
O000043153,2,29,21,50
O000043153,3,37,24,61
O000043154,1,134,67,201
O000043154,2,24,28,52
O000043155,1,35,21,56
O000043155,2,34,29,63
O000043155,3,35,14,49
O000043156,1,32,12,44
O000043156,2,44,15,59
O000043156,3,25,13,38
O000043157,1,125,55,180
O000043158,1,36,13,49
O000043158,2,42,17,59
O000043158,3,40,14,54
O000043159,1,36,25,61
O000043159,2,19,23,42
O000043160,1,34,18,52
O000043160,2,24,19,43
O000043161,1,109,87,196
O000043161,2,29,21,50
O000043161,3,42,24,66
O000043162,1,43,18,61
O000043162,2,39,25,64
O000043162,3,22,16,38
O000043163,1,29,16,45
O000043163,2,18,29,47
O000043163,3,41,16,57
O000043164,1,22,23,45
O000043164,2,36,23,59
O000043164,3,32,25,57
O000043165,1,25,23,48
O000043165,2,34,20,54
O000043166,1,26,16,42
O000043166,2,26,26,52
O000043166,3,22,28,50
O000043167,1,33,15,48
O000043167,2,42,19,61
O000043168,1,55,59,114
O000043168,2,34,26,60
O000043169,1,28,19,47
O000043169,2,26,13,39
O000043170,1,31,18,49
O000043170,2,25,26,51
O000043170,3,37,29,66
O000043171,1,213,124,337
O000043172,1,29,24,53
O000043172,2,36,18,54
O000043173,1,25,15,40
O000043173,2,32,21,53
O000043173,3,34,27,61
O000043174,1,41,30,71
O000043174,2,37,29,66
O000043175,1,52,27,79
O000043176,1,78,36,114
O000043177,1,123,76,199
O000043177,2,33,13,46
O000043178,1,33,12,45
O000043178,2,36,20,56
O000043178,3,31,20,51
O000043179,1,34,21,55
O000043179,2,37,20,57
O000043180,1,25,18,43
O000043180,2,20,14,34
O000043180,3,26,20,46
O000043181,1,29,14,43
O000043181,2,42,27,69
O000043182,1,42,24,66
O000043183,1,69,50,119
O000043184,1,21,30,51
O000043185,1,22,24,46
O000043185,2,36,28,64
O000043186,1,30,24,54
O000043186,2,36,27,63
O000043187,1,43,29,72
O000043187,2,48,31,79
O000043188,1,43,56,99
O000043189,1,25,18,43
O000043189,2,33,12,45
O000043190,1,19,22,41
O000043190,2,40,27,67
O000043191,1,69,50,119
O000043191,2,39,18,57
O000043191,3,44,26,70
O000043192,1,38,22,60
O000043193,1,40,22,62
O000043193,2,36,27,63
O000043193,3,25,13,38
O000043194,1,24,13,37
O000043194,2,44,21,65
O000043194,3,29,17,46
O000043195,1,32,22,54
O000043195,2,24,13,37
O000043195,3,21,17,38
O000043196,1,30,29,59
O000043197,1,35,26,61
O000043197,2,42,21,63
O000043198,1,108,57,165
O000043199,1,29,19,48
O000043200,1,42,26,68
O000043200,2,37,16,53
O000043201,1,103,77,180
O000043202,1,43,15,58
O000043202,2,19,22,41
O000043203,1,71,46,117
O000043203,2,44,23,67
O000043203,3,20,27,47
O000043204,1,33,30,63
O000043204,2,28,22,50
O000043204,3,29,23,52
O000043205,1,24,24,48
O000043205,2,42,23,65
O000043205,3,22,29,51
O000043206,1,20,22,42
O000043206,2,21,13,34
O000043206,3,19,13,32
O000043207,1,33,16,49
O000043207,2,25,14,39
O000043207,3,42,28,70
O000043208,1,39,17,56
O000043208,2,34,27,61
O000043208,3,25,12,37
O000043209,1,44,23,67
O000043210,1,23,17,40
O000043210,2,43,21,64
O000043210,3,27,25,52
O000043211,1,37,26,63
O000043211,2,74,36,110
O000043212,1,32,13,45
O000043213,1,54,48,102
O000043213,2,25,22,47
O000043214,1,30,15,45
O000043214,2,43,24,67
O000043214,3,27,13,40
O000043215,1,35,25,60
O000043215,2,20,21,41
O000043215,3,23,13,36
O000043216,1,18,24,42
O000043216,2,43,15,58
O000043216,3,35,22,57
O000043217,1,38,25,63
O000043217,2,37,12,49
O000043218,1,19,18,37
O000043218,2,31,28,59
O000043219,1,84,28,112
O000043220,1,38,16,54
O000043220,2,74,32,106
O000043221,1,35,25,60
O000043221,2,26,21,47
O000043221,3,28,21,49
O000043222,1,36,28,64
O000043222,2,36,12,48
O000043222,3,25,22,47
O000043223,1,28,14,42
O000043223,2,61,44,105
O000043224,1,42,27,69
O000043224,2,23,22,45
O000043225,1,60,32,92
O000043226,1,28,27,55
O000043226,2,23,13,36
O000043226,3,41,22,63
O000043227,1,25,24,49
O000043227,2,27,23,50
O000043227,3,40,18,58
O000043228,1,29,15,44
O000043228,2,33,29,62
O000043228,3,39,26,65
O000043229,1,28,21,49
O000043229,2,60,42,102
O000043230,1,54,27,81
O000043230,2,20,15,35
O000043231,1,36,29,65
O000043231,2,28,16,44
O000043231,3,19,15,34
O000043232,1,44,18,62
O000043232,2,30,12,42
O000043232,3,37,54,91
O000043233,1,55,56,111
O000043234,1,38,24,62
O000043234,2,25,18,43
O000043235,1,56,51,107
O000043235,2,45,14,59
O000043236,1,35,15,50
O000043236,2,31,20,51
O000043237,1,78,25,103
O000043238,1,26,14,40
O000043238,2,35,18,53
O000043238,3,19,21,40
O000043239,1,26,21,47
O000043239,2,38,36,74
O000043240,1,24,16,40
O000043241,1,41,30,71
O000043241,2,28,22,50
O000043241,3,20,26,46
O000043242,1,178,72,250
O000043243,1,120,101,221
O000043244,1,69,46,115
O000043245,1,28,16,44
O000043245,2,19,15,34
O000043246,1,146,130,276
O000043247,1,56,40,96
O000043248,1,43,14,57
O000043248,2,35,22,57
O000043248,3,35,30,65
O000043249,1,44,14,58
O000043249,2,22,18,40
O000043249,3,32,21,53
O000043250,1,35,19,54
O000043250,2,31,18,49
O000043251,1,23,29,52
O000043251,2,25,15,40
O000043252,1,55,51,106
O000043253,1,50,41,91
O000043253,2,33,15,48
O000043253,3,41,29,70
O000043254,1,37,13,50
O000043255,1,44,28,72
O000043255,2,45,16,61
O000043255,3,25,17,42
O000043256,1,36,28,64
O000043256,2,38,24,62
O000043256,3,19,24,43
O000043257,1,63,31,94
O000043257,2,39,17,56
O000043257,3,31,21,52
O000043258,1,29,25,54
O000043258,2,33,20,53
O000043259,1,42,50,92
O000043259,2,20,30,50
O000043260,1,73,85,158
O000043260,2,87,74,161
O000043261,1,30,26,56
O000043261,2,44,21,65
O000043262,1,43,15,58
O000043262,2,28,24,52
O000043263,1,44,18,62
O000043263,2,22,18,40
O000043263,3,24,28,52
O000043264,1,32,14,46
O000043264,2,28,16,44
O000043264,3,32,13,45
O000043265,1,54,76,130
O000043265,2,36,15,51
O000043265,3,25,14,39
O000043266,1,26,19,45
O000043267,1,43,17,60
O000043267,2,42,15,57
O000043267,3,29,24,53
O000043268,1,28,28,56
O000043268,2,39,24,63
O000043268,3,38,19,57
O000043269,1,22,15,37
O000043270,1,29,20,49
O000043270,2,31,15,46
O000043270,3,31,13,44
O000043271,1,21,22,43
O000043272,1,35,16,51
O000043272,2,70,31,101
O000043273,1,78,48,126
O000043273,2,34,20,54
O000043274,1,19,22,41
O000043274,2,25,20,45
O000043274,3,32,14,46
O000043275,1,29,18,47
O000043276,1,104,62,166
O000043276,2,20,25,45
O000043276,3,26,25,51
O000043277,1,48,37,85
O000043278,1,34,18,52
O000043278,2,21,14,35
O000043279,1,27,25,52
O000043279,2,41,17,58
O000043280,1,37,19,56
O000043280,2,30,24,54
O000043281,1,32,20,52
O000043281,2,18,29,47
O000043281,3,80,31,111
O000043282,1,27,29,56
O000043282,2,25,20,45
O000043282,3,27,23,50
O000043283,1,47,39,86
O000043283,2,40,21,61
O000043284,1,20,15,35
O000043284,2,31,17,48
O000043284,3,36,21,57
O000043285,1,39,51,90
O000043285,2,32,15,47
O000043286,1,29,18,47
O000043286,2,38,17,55
O000043286,3,42,22,64
O000043287,1,19,20,39
O000043287,2,25,12,37
O000043288,1,36,26,62
O000043288,2,44,26,70
O000043288,3,44,14,58
O000043289,1,45,16,61
O000043289,2,41,14,55
O000043289,3,21,26,47
O000043290,1,40,13,53
O000043290,2,22,26,48
O000043291,1,32,14,46
O000043292,1,33,17,50
O000043292,2,35,18,53
O000043293,1,21,26,47
O000043293,2,39,15,54
O000043294,1,20,27,47
O000043294,2,44,18,62
O000043295,1,32,30,62
O000043296,1,54,29,83
O000043296,2,23,17,40
O000043297,1,43,13,56
O000043298,1,37,21,58
O000043298,2,33,29,62
O000043298,3,38,29,67
O000043299,1,41,23,64
O000043299,2,61,47,108
O000043299,3,44,27,71
O000043300,1,24,21,45
O000043300,2,39,20,59
O000043301,1,35,19,54
O000043301,2,45,29,74
O000043301,3,41,20,61
O000043302,1,89,32,121
O000043302,2,37,28,65
O000043302,3,34,15,49
O000043303,1,30,28,58
O000043303,2,30,24,54
O000043304,1,187,134,321
O000043305,1,22,28,50
O000043305,2,25,20,45
O000043306,1,119,105,224
O000043307,1,41,29,70
O000043307,2,18,23,41
O000043308,1,23,18,41
O000043309,1,82,49,131
O000043309,2,32,24,56
O000043309,3,29,17,46
O000043310,1,19,24,43
O000043310,2,34,19,53
O000043311,1,36,28,64
O000043311,2,21,12,33
O000043312,1,36,12,48
O000043312,2,44,12,56
O000043313,1,33,20,53
O000043314,1,48,40,88
O000043314,2,78,58,136
O000043315,1,22,21,43
O000043316,1,23,21,44
O000043316,2,38,15,53
O000043317,1,83,46,129
O000043317,2,26,18,44
O000043318,1,33,18,51
O000043318,2,33,13,46
O000043318,3,38,14,52
O000043319,1,45,47,92
O000043319,2,20,20,40
O000043320,1,38,17,55
O000043320,2,87,34,121
O000043320,3,44,21,65
O000043321,1,40,15,55
O000043322,1,43,29,72
O000043322,2,24,20,44
O000043322,3,19,16,35
O000043323,1,23,21,44
O000043323,2,34,20,54
O000043323,3,32,19,51
