date_key,category_name,inbound_volume
2025-06-24,전자/가전,3647
2025-06-24,패션/잡화,7999
2025-06-25,도서/문구,2622
2025-06-25,생활용품,8061
2025-06-25,식품/신선,7218
2025-06-25,전자/가전,3340
2025-06-25,패션/잡화,7094
2025-06-26,도서/문구,2614
2025-06-26,생활용품,8023
2025-06-26,식품/신선,6177
2025-06-26,전자/가전,3257
2025-06-26,패션/잡화,6994
2025-06-27,도서/문구,2776
2025-06-27,생활용품,8368
2025-06-27,식품/신선,6559
2025-06-27,전자/가전,3379
2025-06-27,패션/잡화,7359
2025-06-28,도서/문구,2202
2025-06-28,생활용품,6583
2025-06-28,식품/신선,5046
2025-06-28,전자/가전,2710
2025-06-28,패션/잡화,5967
2025-06-29,도서/문구,2109
2025-06-29,생활용품,6133
2025-06-29,식품/신선,4852
2025-06-29,전자/가전,2592
2025-06-29,패션/잡화,5514
2025-06-30,도서/문구,3108
2025-06-30,생활용품,9363
2025-06-30,식품/신선,8175
2025-06-30,전자/가전,3755
2025-06-30,패션/잡화,8281
2025-07-01,도서/문구,3110
2025-07-01,생활용품,9117
2025-07-01,식품/신선,7962
2025-07-01,전자/가전,3750
2025-07-01,패션/잡화,8443
2025-07-02,도서/문구,2756
2025-07-02,생활용품,8216
2025-07-02,식품/신선,7006
2025-07-02,전자/가전,3170
2025-07-02,패션/잡화,7095
2025-07-03,도서/문구,2599
2025-07-03,생활용품,7916
2025-07-03,식품/신선,6130
2025-07-03,전자/가전,3148
2025-07-03,패션/잡화,7119
2025-07-04,도서/문구,2707
2025-07-04,생활용품,8157
2025-07-04,식품/신선,6242
2025-07-04,전자/가전,3270
2025-07-04,패션/잡화,7280
2025-07-05,도서/문구,2199
2025-07-05,생활용품,6399
2025-07-05,식품/신선,5046
2025-07-05,전자/가전,2632
2025-07-05,패션/잡화,5691
2025-07-06,도서/문구,2040
2025-07-06,생활용품,6202
2025-07-06,식품/신선,4797
2025-07-06,전자/가전,2422
2025-07-06,패션/잡화,5440
2025-07-07,도서/문구,3107
2025-07-07,생활용품,9282
2025-07-07,식품/신선,8249
2025-07-07,전자/가전,3816
2025-07-07,패션/잡화,8188
2025-07-08,도서/문구,2928
2025-07-08,생활용품,8818
2025-07-08,식품/신선,7529
2025-07-08,전자/가전,3627
2025-07-08,패션/잡화,7810
2025-07-09,도서/문구,2635
2025-07-09,생활용품,8067
2025-07-09,식품/신선,6902
2025-07-09,전자/가전,3165
2025-07-09,패션/잡화,6986
2025-07-10,도서/문구,2732
2025-07-10,생활용품,7810
2025-07-10,식품/신선,6122
2025-07-10,전자/가전,3228
2025-07-10,패션/잡화,6960
2025-07-11,도서/문구,2819
2025-07-11,생활용품,8553
2025-07-11,식품/신선,6625
2025-07-11,전자/가전,3482
2025-07-11,패션/잡화,7589
2025-07-12,도서/문구,2077
2025-07-12,생활용품,6342
2025-07-12,식품/신선,5033
2025-07-12,전자/가전,2595
2025-07-12,패션/잡화,5826
2025-07-13,도서/문구,2055
2025-07-13,생활용품,6094
2025-07-13,식품/신선,4728
2025-07-13,전자/가전,2545
2025-07-13,패션/잡화,5326
2025-07-14,도서/문구,3004
2025-07-14,생활용품,9221
2025-07-14,식품/신선,8074
2025-07-14,전자/가전,3711
2025-07-14,패션/잡화,8182
2025-07-15,도서/문구,2909
2025-07-15,생활용품,8654
2025-07-15,식품/신선,7725
2025-07-15,전자/가전,3635
2025-07-15,패션/잡화,7564
2025-07-16,도서/문구,2658
2025-07-16,생활용품,8058
2025-07-16,식품/신선,6925
2025-07-16,전자/가전,3322
2025-07-16,패션/잡화,6992
2025-07-17,도서/문구,2625
2025-07-17,생활용품,7705
2025-07-17,식품/신선,6083
2025-07-17,전자/가전,3089
2025-07-17,패션/잡화,6990
2025-07-18,도서/문구,2774
2025-07-18,생활용품,8084
2025-07-18,식품/신선,6303
2025-07-18,전자/가전,3301
2025-07-18,패션/잡화,7065
2025-07-19,도서/문구,2206
2025-07-19,생활용품,6467
2025-07-19,식품/신선,4845
2025-07-19,전자/가전,2603
2025-07-19,패션/잡화,5685
2025-07-20,도서/문구,1945
2025-07-20,생활용품,6128
2025-07-20,식품/신선,4714
2025-07-20,전자/가전,2457
2025-07-20,패션/잡화,5304
2025-07-21,도서/문구,3259
2025-07-21,생활용품,9725
2025-07-21,식품/신선,8203
2025-07-21,전자/가전,3966
2025-07-21,패션/잡화,8574
2025-07-22,도서/문구,2857
2025-07-22,생활용품,8628
2025-07-22,식품/신선,7511
2025-07-22,전자/가전,3428
2025-07-22,패션/잡화,7615
2025-07-23,도서/문구,2682
2025-07-23,생활용품,7990
2025-07-23,식품/신선,7022
2025-07-23,전자/가전,3252
2025-07-23,패션/잡화,7189
2025-07-24,도서/문구,2747
2025-07-24,생활용품,7809
2025-07-24,식품/신선,6000
2025-07-24,전자/가전,3207
2025-07-24,패션/잡화,6864
2025-07-25,도서/문구,2796
2025-07-25,생활용품,7953
2025-07-25,식품/신선,6278
2025-07-25,전자/가전,3331
2025-07-25,패션/잡화,7132
2025-07-26,도서/문구,2086
2025-07-26,생활용품,6347
2025-07-26,식품/신선,4921
2025-07-26,전자/가전,2553
2025-07-26,패션/잡화,5702
2025-07-27,도서/문구,2019
2025-07-27,생활용품,5902
2025-07-27,식품/신선,4657
2025-07-27,전자/가전,2423
2025-07-27,패션/잡화,5415
2025-07-28,도서/문구,3018
2025-07-28,생활용품,9052
2025-07-28,식품/신선,7955
2025-07-28,전자/가전,3780
2025-07-28,패션/잡화,8096
2025-07-29,도서/문구,2800
2025-07-29,생활용품,8401
2025-07-29,식품/신선,7335
2025-07-29,전자/가전,3437
2025-07-29,패션/잡화,7648
