region_name,product_category,shipment_count,avg_route_distance_km,avg_vehicle_utilization,on_time_delivery_rate,late_delivery_risk_score,risk_level,business_action
강남구,디지털,5,21.92,0.756802717523462,0.8142717473490639,0.5025593118608428,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,패션,3,29.86,0.5891085758606948,0.75,0.6090290312089535,High,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,헬스케어,2,17.39,0.4997548214327286,0.8079832446521087,0.4964199176103922,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,반려용품,4,7.12,0.7531253097250707,0.8259367326693589,0.38878417868359805,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,생활용품,7,3.33,0.48317640188529054,0.8697738118925747,0.2959264425485572,Low,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,식품,4,7.67,0.5706467258447651,0.9060166648568951,0.33443626767577833,Low,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,디지털,7,7.23,0.48035359230095587,0.8745048986877911,0.30688288246895423,Low,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,패션,7,21.65,0.7244437945032836,0.7524932916948729,0.582160505101096,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,헬스케어,2,5.96,0.530169062471434,0.8930221633634307,0.25881298128527874,Low,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,반려용품,6,15.84,0.7552036597167366,0.7588135523988133,0.5547157973712015,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,생활용품,9,19.98,0.8454325654316337,0.75,0.661216750053172,High,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,식품,4,20.7,0.8609403603859311,0.7885493376317217,0.4875091418551499,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,디지털,1,8.69,0.6047717540688137,0.8223933284424246,0.42491566432474753,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,패션,8,23.0,0.724477266347248,0.8075514176046309,0.5462513208775801,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,헬스케어,8,21.23,0.7315053800431794,0.8476479928533633,0.41119991744849543,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,반려용품,5,22.11,0.6864435910770833,0.79796089512664,0.5499971755380184,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,생활용품,5,6.83,0.7775569457123823,0.8061427289273366,0.43393937074529293,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,식품,3,6.81,0.5550435619117667,0.8393339731015859,0.37097068511343195,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,디지털,7,27.85,0.9396216197933971,0.75,0.6866882633474966,High,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,패션,5,12.25,0.49903991354546623,0.8253323192174473,0.40600366021366957,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,헬스케어,1,12.71,0.8646105706015595,0.7986506217378095,0.5022344270176242,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,반려용품,6,14.4,0.7470479934755938,0.8196534112972247,0.4833536072953549,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,생활용품,8,21.7,0.5724273735968579,0.8379589249142881,0.3859017756048165,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중구,식품,7,30.18,0.8228375003301498,0.75,0.6843603345234391,High,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,디지털,3,10.18,0.492240447838536,0.88806814985207,0.35367548362377516,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,패션,1,24.98,0.8372089172243915,0.7625500101027606,0.6114651826214272,High,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,헬스케어,8,3.04,0.7449926111215067,0.8763298131453616,0.3635912658543499,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,반려용품,8,17.27,0.5053751591982008,0.845660473954187,0.4157912211198863,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,생활용품,5,20.15,0.4897527815461851,0.7988400947301765,0.43375732971453773,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,식품,6,4.8,0.8254181667182312,0.8269005674143094,0.37444769142977186,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,디지털,5,5.85,0.5964679532519186,0.8172878060829009,0.41725793215914636,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,패션,4,14.4,0.8946509253836067,0.7616227452587409,0.5750873040074386,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,헬스케어,2,30.58,0.831036510515088,0.75,0.8713711344920634,High,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,반려용품,2,20.54,0.799095122358858,0.7750049232743499,0.6208227362493902,High,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,생활용품,3,30.69,0.5893030263167255,0.7749009718328426,0.6577205614321482,High,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,식품,8,21.43,0.8044722595108089,0.7620476758241546,0.6403309312867058,High,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,디지털,2,13.18,0.924073842257417,0.7760458131302059,0.5572588449963711,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,패션,3,27.36,0.49577991718528447,0.8023386554764289,0.38861862757421045,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,헬스케어,5,2.91,0.613081321001783,0.8824551658647393,0.2827332161245929,Low,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,반려용품,3,6.42,0.5673361327307971,0.8437543608818276,0.3907458371202063,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,생활용품,2,27.81,0.6466250672003333,0.8013681858842838,0.5208296833899865,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,식품,5,28.03,0.8211663274269732,0.7733693411034736,0.7107298995731232,High,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,디지털,4,10.34,0.6871212907126932,0.8965292539469908,0.3093790770767733,Low,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,패션,6,19.38,0.735365303060123,0.8009275518441229,0.556496190059648,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,헬스케어,8,18.57,0.6070774440391712,0.7862807250458014,0.49850780672219064,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,반려용품,2,23.15,0.5206446335435503,0.7985085969397482,0.48923288021804834,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,생활용품,8,19.99,0.5834668244688642,0.8430787696940027,0.3857838233355063,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,식품,8,13.78,0.8798401506209934,0.7954827943509349,0.4828830376253085,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중구,디지털,7,14.17,0.7512084810767052,0.7968765790957812,0.551807746868346,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,패션,6,15.12,0.6389943365986168,0.8201223394154108,0.4771881073397237,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,헬스케어,6,21.47,0.8449529908677937,0.7818606651814817,0.5039233684497841,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,반려용품,6,28.04,0.4822287162274544,0.8848236356103394,0.3403219959188091,Low,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,생활용품,6,14.2,0.5769455439611928,0.8379758555735145,0.411629574579036,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,식품,1,9.25,0.5650515770286696,0.8541308585041069,0.260822053031566,Low,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,디지털,8,8.94,0.942682281084111,0.7903987087054654,0.5387840975075293,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,패션,6,26.66,0.80304929119638,0.75,0.6745951370369139,High,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,헬스케어,7,26.07,0.7588929681942771,0.8155825262900648,0.5253523455390003,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,반려용품,4,6.0,0.45249248264723646,0.8577559172559768,0.32998444194711674,Low,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,생활용품,1,5.17,0.5421550010449286,0.9364045764908396,0.17186911102315588,Low,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,식품,5,16.61,0.767770646486539,0.8111153484966815,0.4932214035392079,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,디지털,5,5.91,0.6398596632408329,0.8088872894288384,0.4137474811154571,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,패션,4,27.92,0.9121401918395304,0.75,0.7137603416339813,High,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,헬스케어,4,12.88,0.8323621095708789,0.7947991268213647,0.5932916302332064,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,반려용품,3,7.57,0.67369203640206,0.8799740035979526,0.3541305141990935,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,생활용품,5,23.71,0.8247574887691351,0.7896185417569168,0.562398979574793,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,식품,4,6.84,0.9377021619131107,0.8489921931611188,0.45977697503566206,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,디지털,9,9.39,0.6804904123507353,0.8639757721859848,0.3918754994138497,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,패션,2,7.13,0.7712629439442666,0.8150294067089214,0.5104090510876373,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,헬스케어,3,6.22,0.9093323075306475,0.8273495909737559,0.38406908357591607,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,반려용품,3,3.76,0.5743373310180866,0.8777552473866792,0.39106665038276467,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,생활용품,5,4.67,0.8932789568331392,0.7889791455366774,0.5764196660213946,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,식품,5,6.43,0.49877235338649134,0.860323298054523,0.3198855041521272,Low,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,디지털,6,3.88,0.7742240852938231,0.8499560503503818,0.33336728441003494,Low,고위험 권역 임시 차량 배치 및 권역 재조정
중구,패션,8,16.08,0.8414190775278921,0.790858305928909,0.555078199146766,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,헬스케어,3,19.82,0.7573031096262131,0.7674048120440102,0.5119257321692018,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,반려용품,6,11.36,0.6977674020762715,0.8008040745507974,0.5519696884464568,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,생활용품,1,12.97,0.758673549962843,0.7978450276570446,0.46595301728307126,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,식품,3,14.59,0.5258318543897222,0.7986328627674919,0.5393694268828395,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,디지털,5,23.63,0.5577853551651092,0.8031174489934012,0.4755718407412447,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,패션,1,25.39,0.5849496719781709,0.7801090927500807,0.5560072371297867,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,헬스케어,6,3.79,0.748889670315019,0.7880987316635966,0.5050373453745775,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,반려용품,6,8.75,0.6709505368725353,0.8373433369879543,0.3983773553955132,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,생활용품,7,10.2,0.5722379212429197,0.8749443186053454,0.40812363518571904,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,식품,5,10.04,0.8914046660722901,0.8474428149999392,0.4578810786886675,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,디지털,6,18.55,0.6369609201466117,0.8014796690711758,0.5303140286535237,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,패션,4,14.61,0.6730158596149456,0.7819446904476438,0.5644269264030203,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,헬스케어,1,3.69,0.6548505382744972,0.8531595725341031,0.4106412893707272,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,반려용품,2,11.37,0.5409714776383763,0.8826037175981308,0.34284482938291494,Low,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,생활용품,6,17.05,0.8158135077151166,0.75,0.673721711623615,High,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,식품,9,6.01,0.674229131134429,0.8785758478762499,0.2853582136317318,Low,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,디지털,1,21.69,0.45812855494635923,0.784321286564752,0.454970139553961,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,패션,5,3.9,0.9320068511798985,0.8568956363587857,0.41590401670409155,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,헬스케어,7,31.41,0.8578818057977068,0.799567830822055,0.6335218695198919,High,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,반려용품,7,5.39,0.8117796770459016,0.8515441274943946,0.3715929285659062,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,생활용품,5,25.89,0.8845459352592644,0.75,0.5892666975742122,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,식품,6,28.44,0.9034036268027751,0.7657645760854501,0.6468949549888301,High,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,디지털,6,26.66,0.6187448531922193,0.75,0.6520027680069255,High,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,패션,8,23.48,0.7554793392083492,0.7906547751738006,0.5030806742654578,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중구,헬스케어,2,26.44,0.754403904602797,0.771795465538511,0.6306744635923117,High,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,반려용품,8,19.11,0.5836498344052985,0.874890416040634,0.3148590470560586,Low,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,생활용품,1,24.07,0.5609761257235336,0.7786931275917485,0.5472705625756557,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,식품,8,6.88,0.506953627409511,0.8437880810348495,0.3520565894660493,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,디지털,1,19.74,0.7796570979582264,0.7832894327898864,0.569220823755801,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,패션,2,18.89,0.8404594955153899,0.75,0.6339463846830881,High,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,헬스케어,1,22.35,0.8304764897585019,0.75,0.720143357850199,High,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,반려용품,4,14.29,0.6081376885924872,0.7824577142994091,0.5454029202029247,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,생활용품,4,13.51,0.5526299252326011,0.8629504756183274,0.3538325052765038,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,식품,2,18.25,0.6768070892273109,0.7962084144463083,0.5149414749065686,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,디지털,4,10.17,0.7234067301202552,0.7902272479902279,0.46143594298516677,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,패션,4,7.0,0.9095435639842778,0.8511948108764678,0.4245328044315516,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,헬스케어,7,13.71,0.887411577137027,0.75,0.5672652787503121,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,반려용품,8,14.24,0.9080291656509138,0.7797422358761549,0.546658460066504,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,생활용품,6,9.75,0.8751311925679898,0.75,0.6242866431267409,High,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,식품,2,12.18,0.9322906022181556,0.8420380730595046,0.40264429856549594,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,디지털,3,10.92,0.6827499985845287,0.9007641059568989,0.2584832291404451,Low,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,패션,8,13.27,0.4737367487165472,0.8398955540189673,0.4646849775607237,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,헬스케어,2,12.46,0.49178101607423913,0.8136445313490313,0.43459248909693005,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,반려용품,4,21.38,0.6451380708861716,0.7839301086371031,0.5937186803130472,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,생활용품,8,9.18,0.5788435456364986,0.8190582577774927,0.47102317137181876,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,식품,8,27.85,0.5349702956805337,0.7595410254036843,0.5320805345504322,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,디지털,4,29.06,0.9266018872543242,0.7906793064041139,0.6495185677273381,High,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,패션,6,15.77,0.5477097942053112,0.8314998294836651,0.34207047991865963,Low,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,헬스케어,4,11.24,0.9296896361576155,0.7874848784431989,0.5740144771514154,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중구,반려용품,7,19.69,0.8304194201606034,0.814772609531075,0.4943616838653714,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,생활용품,1,26.37,0.7704728360626116,0.75,0.7750020499250959,High,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,식품,2,20.85,0.7880094800446891,0.8328976465566821,0.3920309022859593,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,디지털,6,27.73,0.615737161829562,0.8214552063791271,0.500256704696237,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,패션,3,16.45,0.773213519029141,0.7868013139683377,0.46283239015085786,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,헬스케어,6,19.49,0.5433460591406326,0.8456503535999732,0.380094487504424,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,반려용품,4,10.44,0.9188527162679897,0.7983371561615515,0.4868152865925697,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,생활용품,8,21.59,0.6008966699802968,0.7846131354127089,0.5195454449884298,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,식품,7,9.5,0.577593256146771,0.8727112054571909,0.33103928654822856,Low,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,디지털,5,20.89,0.8055813990970787,0.7766544101207945,0.6425576020959978,High,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,패션,7,28.21,0.7782243590330908,0.75,0.731405362198379,High,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,헬스케어,3,6.47,0.6756494591716526,0.850869171041463,0.4135555735915786,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,반려용품,5,19.36,0.7662231173453931,0.7866272704391732,0.5553358367706249,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,생활용품,2,5.34,0.5297465358804281,0.8774611121858333,0.24195498179830427,Low,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,식품,8,21.52,0.7866641537009775,0.7896474572832186,0.5291242881484572,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,디지털,7,5.51,0.5853053475975969,0.887473503537477,0.2472479389905448,Low,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,패션,8,29.88,0.5864179883382287,0.75,0.6709198213692983,High,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,헬스케어,8,5.65,0.5310899674718923,0.8654728866327311,0.3517050626868156,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,반려용품,9,32.87,0.6161885675180823,0.7753482670086893,0.5981275907011594,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,생활용품,3,24.96,0.615625530155664,0.7531921578325422,0.5571281377201983,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,식품,8,17.61,0.6770895058511346,0.75,0.5715715766589545,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,디지털,5,21.9,0.5452097523331747,0.8026602397492765,0.5309527123281101,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,패션,4,27.63,0.5465037680793832,0.7892167548633088,0.4985071901737156,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,헬스케어,5,31.42,0.7208692858316141,0.75,0.7542865401730598,High,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,반려용품,4,10.2,0.5144387023352376,0.8705423305561379,0.35736086001727385,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중구,생활용품,3,17.24,0.7944485039944176,0.75,0.586634000088627,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,식품,3,6.13,0.9219735629312982,0.7969985602025232,0.44220198487415174,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,디지털,1,18.67,0.6633978108321891,0.8742146678752638,0.39792561649326313,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,패션,5,6.28,0.9005526565753383,0.7748173145869968,0.6063260030635781,High,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,헬스케어,8,18.11,0.49915829556293223,0.8302091166060255,0.40401734360145475,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,반려용품,6,19.8,0.4714788136878223,0.8328421607823407,0.36708294332781133,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,생활용품,5,16.27,0.8106844387569199,0.7723798019780086,0.5640325172681308,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,식품,4,17.43,0.8305107864907482,0.8257987170164722,0.3725423893178902,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,디지털,5,21.49,0.8715291204828757,0.7567123689753028,0.688445355732883,High,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,패션,3,20.95,0.4784088391999907,0.828172355805676,0.3894074889205645,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,헬스케어,7,14.86,0.8384535274784152,0.7865478369488133,0.6152081566157487,High,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,반려용품,2,20.35,0.6382693663982909,0.7923777693923382,0.513170434892176,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,생활용품,7,25.14,0.6016688163410993,0.8071267717744687,0.4343034987233857,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,식품,7,6.78,0.5365119606716484,0.9145360650349765,0.16267972344213544,Low,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,디지털,5,6.2,0.9480078775512635,0.75,0.530996108692991,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,패션,8,5.57,0.4818317946594318,0.9263288354472008,0.14644512291234,Low,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,헬스케어,3,23.83,0.8635040073039997,0.7985664560044312,0.5086604576370445,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,반려용품,8,15.05,0.7697472177452638,0.7991674630828469,0.5637925481374642,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,생활용품,7,22.84,0.8175402221309336,0.7546273987842782,0.5361328647315835,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,식품,7,20.93,0.8058585599608982,0.8089091911948141,0.5552232457784483,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,디지털,6,11.99,0.8792172425365912,0.8404086826052587,0.4457237236991266,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,패션,8,29.11,0.5418960349280542,0.7932317499357681,0.6051689181091575,High,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,헬스케어,9,20.75,0.4504123084173427,0.8607566161200597,0.33768273245673586,Low,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,반려용품,4,9.72,0.7492642445216331,0.865752677041492,0.3843578846873234,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,생활용품,7,14.68,0.626929319661667,0.8271213926031415,0.3527249334249154,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중구,식품,7,12.27,0.5118936655585689,0.907320795278756,0.24840044578667048,Low,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,디지털,4,8.04,0.5430693770521194,0.8677836589712024,0.2765516736765676,Low,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,패션,8,7.24,0.6158746562296115,0.8739133485250705,0.20873889950420185,Low,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,헬스케어,4,26.75,0.4851166854433516,0.799748463558281,0.45076778879551943,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,반려용품,5,12.39,0.47845660106422544,0.8950029746338665,0.2431647089677685,Low,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,생활용품,2,14.53,0.908013127416222,0.75,0.658293204664879,High,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,식품,3,22.83,0.6060513746768481,0.8694639129211816,0.3373073077506696,Low,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,디지털,8,18.36,0.9411153487367925,0.75,0.5593700477213323,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,패션,4,25.24,0.9321835041651999,0.75,0.7829439910357843,High,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,헬스케어,4,23.76,0.5212856411635569,0.7989377335686737,0.5957429003262794,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,반려용품,3,13.55,0.8074621514480954,0.8167973679388622,0.5179389561404758,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,생활용품,5,11.54,0.7504024445635346,0.8155269216215996,0.4099632618860693,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,식품,7,26.09,0.7953235365525768,0.779733490220485,0.5720186197431547,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,디지털,8,22.26,0.4980955000072374,0.8852016384236389,0.32911000794396456,Low,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,패션,1,31.91,0.544280039317279,0.8329534239513774,0.4440873948983846,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,헬스케어,5,6.71,0.48831933072544076,0.8885380876960404,0.26978964065036914,Low,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,반려용품,5,25.68,0.7520671026085355,0.7916657912637859,0.6006779724641886,High,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,생활용품,6,17.58,0.9432955379245456,0.7521904086322188,0.6091295481821621,High,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,식품,4,5.66,0.7859922688289707,0.8211614609574409,0.4556060229024332,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,디지털,4,21.26,0.8053807675109648,0.7843327964169516,0.5580292309062872,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,패션,5,23.09,0.9422925207716405,0.7659897261662324,0.5958715225152765,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,헬스케어,5,3.39,0.789005777085898,0.7951409823006221,0.5058940213456079,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,반려용품,5,12.72,0.4700907863142352,0.837895363592187,0.4101771461839508,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,생활용품,5,23.0,0.8835028004282988,0.7761663899302352,0.5843478856842153,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,식품,7,12.25,0.6323391451893982,0.7998703603426297,0.4547459623047992,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중구,디지털,7,14.34,0.4521818107573577,0.9000219400468497,0.2743256518604553,Low,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,패션,4,16.15,0.7036170887804103,0.8108414871218874,0.4275165963508214,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,헬스케어,7,9.32,0.9185075004381318,0.7572851055818424,0.623857787220612,High,고위험 권역 임시 차량 배치 및 권역 재조정
